timestamp_utc,dataset,dataset_purpose,prompt_index,gamma,max_new_tokens,generated_tokens,rounds,accepted_draft_tokens,verified_draft_tokens,proposed_draft_tokens,acceptance_rate,mean_accepted_per_round,mean_verified_per_round,mean_proposed_per_round,temperature,top_p,seed
2026-07-07T07:47:29,mbpp,code generation,301,4,128,128,33,95,106,132,0.8962264150943396,2.878787878787879,3.212121212121212,4.0,1.0,1.0,20260707
2026-07-07T07:47:34,mbpp,code generation,401,4,128,129,29,100,106,116,0.9433962264150944,3.4482758620689653,3.6551724137931036,4.0,1.0,1.0,20260707
2026-07-07T07:47:41,mbpp,code generation,337,4,128,129,46,83,118,184,0.7033898305084746,1.8043478260869565,2.5652173913043477,4.0,1.0,1.0,20260707
2026-07-07T07:47:47,mbpp,code generation,220,4,128,128,37,91,109,148,0.8348623853211009,2.4594594594594597,2.945945945945946,4.0,1.0,1.0,20260707
2026-07-07T07:47:54,wikitext,text continuation,2544,4,128,130,50,80,117,200,0.6837606837606838,1.6,2.34,4.0,1.0,1.0,20260707
2026-07-07T07:48:02,wikitext,text continuation,424,4,128,129,48,81,119,192,0.680672268907563,1.6875,2.4791666666666665,4.0,1.0,1.0,20260707
2026-07-07T07:48:10,wikitext,text continuation,3445,4,128,128,51,77,118,204,0.652542372881356,1.5098039215686274,2.3137254901960786,4.0,1.0,1.0,20260707
2026-07-07T07:48:16,wikitext,text continuation,3074,4,128,128,38,90,109,152,0.8256880733944955,2.3684210526315788,2.8684210526315788,4.0,1.0,1.0,20260707
2026-07-07T07:48:25,wikitext,text continuation,3442,4,128,129,57,72,123,228,0.5853658536585366,1.263157894736842,2.1578947368421053,4.0,1.0,1.0,20260707
2026-07-07T07:48:33,wikitext,text continuation,3734,4,128,128,53,75,120,212,0.625,1.4150943396226414,2.2641509433962264,4.0,1.0,1.0,20260707
2026-07-07T07:48:39,wikitext,text continuation,3256,4,128,128,38,90,113,152,0.7964601769911505,2.3684210526315788,2.973684210526316,4.0,1.0,1.0,20260707
2026-07-07T07:48:44,wikitext,text continuation,544,4,128,128,36,92,111,144,0.8288288288288288,2.5555555555555554,3.0833333333333335,4.0,1.0,1.0,20260707
2026-07-07T07:48:53,wikitext,text continuation,2712,4,128,128,53,75,122,212,0.6147540983606558,1.4150943396226414,2.30188679245283,4.0,1.0,1.0,20260707
2026-07-07T07:48:57,wikitext,text continuation,3917,4,128,132,29,103,107,116,0.9626168224299065,3.5517241379310347,3.689655172413793,4.0,1.0,1.0,20260707
2026-07-07T07:49:05,wikitext,text continuation,2184,4,128,131,49,82,122,196,0.6721311475409836,1.6734693877551021,2.489795918367347,4.0,1.0,1.0,20260707
2026-07-07T07:49:09,wikitext,text continuation,4172,4,128,128,27,101,103,108,0.9805825242718447,3.740740740740741,3.814814814814815,4.0,1.0,1.0,20260707
2026-07-07T07:49:14,wikitext,text continuation,3540,4,128,131,29,102,107,116,0.9532710280373832,3.5172413793103448,3.689655172413793,4.0,1.0,1.0,20260707
2026-07-07T07:49:22,wikitext,text continuation,4113,4,128,128,53,75,119,212,0.6302521008403361,1.4150943396226414,2.2452830188679247,4.0,1.0,1.0,20260707
2026-07-07T07:49:30,wikitext,text continuation,581,4,128,130,49,81,116,196,0.6982758620689655,1.653061224489796,2.36734693877551,4.0,1.0,1.0,20260707
2026-07-07T07:49:35,wikitext,text continuation,3093,4,128,129,35,94,110,140,0.8545454545454545,2.6857142857142855,3.142857142857143,4.0,1.0,1.0,20260707
2026-07-07T07:49:43,wikitext,text continuation,1979,4,128,129,48,81,118,192,0.6864406779661016,1.6875,2.4583333333333335,4.0,1.0,1.0,20260707
2026-07-07T07:49:49,wikitext,text continuation,2462,4,128,128,38,90,110,152,0.8181818181818182,2.3684210526315788,2.8947368421052633,4.0,1.0,1.0,20260707
2026-07-07T07:49:56,wikitext,text continuation,2941,4,128,130,47,83,119,188,0.6974789915966386,1.7659574468085106,2.5319148936170213,4.0,1.0,1.0,20260707
2026-07-07T07:50:02,wikitext,text continuation,463,4,128,128,35,93,106,140,0.8773584905660378,2.657142857142857,3.0285714285714285,4.0,1.0,1.0,20260707
2026-07-07T07:50:07,wikitext,text continuation,3907,4,128,128,37,91,113,148,0.8053097345132744,2.4594594594594597,3.054054054054054,4.0,1.0,1.0,20260707
2026-07-07T07:50:14,wikitext,text continuation,2437,4,128,130,44,86,116,176,0.7413793103448276,1.9545454545454546,2.6363636363636362,4.0,1.0,1.0,20260707
2026-07-07T07:50:21,wikitext,text continuation,988,4,128,128,45,83,116,180,0.7155172413793104,1.8444444444444446,2.577777777777778,4.0,1.0,1.0,20260707
2026-07-07T07:50:26,wikitext,text continuation,1633,4,128,132,28,104,107,112,0.9719626168224299,3.7142857142857144,3.8214285714285716,4.0,1.0,1.0,20260707
2026-07-07T07:50:30,wikitext,text continuation,457,4,128,128,28,100,104,112,0.9615384615384616,3.5714285714285716,3.7142857142857144,4.0,1.0,1.0,20260707
2026-07-07T07:50:36,wikitext,text continuation,3382,4,128,131,37,94,111,148,0.8468468468468469,2.5405405405405403,3.0,4.0,1.0,1.0,20260707
2026-07-07T07:50:41,wikitext,text continuation,3579,4,128,132,34,98,109,136,0.8990825688073395,2.8823529411764706,3.2058823529411766,4.0,1.0,1.0,20260707
2026-07-07T07:50:46,wikitext,text continuation,3597,4,128,129,34,95,110,136,0.8636363636363636,2.7941176470588234,3.235294117647059,4.0,1.0,1.0,20260707
2026-07-07T07:50:55,wikitext,text continuation,2839,4,128,128,53,75,118,212,0.635593220338983,1.4150943396226414,2.2264150943396226,4.0,1.0,1.0,20260707
2026-07-07T07:51:02,wikitext,text continuation,4194,4,128,129,48,81,117,192,0.6923076923076923,1.6875,2.4375,4.0,1.0,1.0,20260707
2026-07-07T07:51:11,wikitext,text continuation,2605,4,128,128,55,73,121,220,0.6033057851239669,1.3272727272727274,2.2,4.0,1.0,1.0,20260707
2026-07-07T07:51:15,wikitext,text continuation,2193,4,128,131,29,102,107,116,0.9532710280373832,3.5172413793103448,3.689655172413793,4.0,1.0,1.0,20260707
2026-07-07T07:51:20,wikitext,text continuation,2312,4,128,129,29,100,106,116,0.9433962264150944,3.4482758620689653,3.6551724137931036,4.0,1.0,1.0,20260707
2026-07-07T07:51:26,wikitext,text continuation,696,4,128,130,43,87,114,172,0.7631578947368421,2.0232558139534884,2.6511627906976742,4.0,1.0,1.0,20260707
2026-07-07T07:51:35,wikitext,text continuation,1261,4,128,131,53,78,124,212,0.6290322580645161,1.471698113207547,2.339622641509434,4.0,1.0,1.0,20260707
2026-07-07T07:51:41,wikitext,text continuation,2162,4,128,128,43,85,117,172,0.7264957264957265,1.9767441860465116,2.7209302325581395,4.0,1.0,1.0,20260707
2026-07-07T07:51:48,wikitext,text continuation,3138,4,128,128,44,84,115,176,0.7304347826086957,1.9090909090909092,2.6136363636363638,4.0,1.0,1.0,20260707
2026-07-07T07:51:57,wikitext,text continuation,1157,4,128,129,59,70,123,236,0.5691056910569106,1.1864406779661016,2.0847457627118646,4.0,1.0,1.0,20260707
