context_len,source_type,entropy_bin,n,entropy_mean,entropy_min,entropy_max,greedy_accept_top1_rate,greedy_accept_top2_rate,greedy_top2_gain_mean,seq_accept_top1_mean,seq_accept_top2_mean,seq_top2_gain_mean,seq_minus_greedy_top2,target_mass_on_draft_top2_mean,draft_top2_mass_mean,target_entropy_mean,seq_relative_gain_over_greedy_top2
256,code,3,500,2.9283976168632506,2.5484023094177246,3.2839949131011963,0.384,0.55,0.166,0.41830103722326156,0.6140065608727027,0.19570552343434544,0.06400656087270262,0.5422764588827814,0.5574376569986343,0.33457254875555326,0.11637556522309567
256,code,4,500,3.6628617911338806,3.2892658710479736,4.043282508850098,0.338,0.45,0.112,0.38208289873383744,0.5271564156515334,0.14507351669111165,0.07715641565153336,0.4386564298809424,0.46228914362192153,0.45094964769110407,0.1714587014478519
256,code,5,500,4.397318600654602,4.04373025894165,4.7396345138549805,0.256,0.356,0.1,0.3126102712161123,0.4599245964354836,0.14731432495849373,0.10392459643548363,0.35026704081735804,0.3581104040145874,0.5932006525572826,0.29192302369517875
256,code,6,500,5.070538454055786,4.744341850280762,5.387018203735352,0.21,0.32,0.11,0.27592476714651776,0.4074730317474527,0.13154826509834125,0.08747303174745269,0.3001680429106394,0.2685680234730244,0.6868496737494666,0.27335322421078967
256,code,7,500,5.6956959238052365,5.394942283630371,5.994393348693848,0.16,0.232,0.072,0.2275225191998566,0.34141498649581314,0.11389246743218169,0.10941498649581313,0.22467218802499192,0.19233184146881105,0.7907806582279666,0.4716163211026428
256,code,8,500,6.274059573173523,5.996176719665527,6.543533802032471,0.092,0.144,0.052,0.1598456062487805,0.2433537104064042,0.08350810395966517,0.0993537104064042,0.1320208144366288,0.1292231325879693,0.850819559820212,0.6899563222666959
256,code,9,500,6.891041334152222,6.543920516967773,7.989625930786133,0.066,0.122,0.056,0.11527773081409444,0.20791975372865323,0.09264202300488286,0.08591975372865324,0.11103404374309278,0.07576587714627385,0.989869989383613,0.7042602764643708
256,json_config,0,500,0.37568944694008677,0.002569599309936166,0.7191113233566284,0.834,0.91,0.076,0.8355701911050251,0.9377511562095429,0.10218096495153134,0.027751156209542827,0.900882260157298,0.9658800839185715,0.1745639774351407,0.030495776054442664
256,json_config,1,500,0.9857152485847473,0.7199947834014893,1.2174403667449951,0.712,0.768,0.056,0.7147650600022781,0.8024860485375404,0.08772098872520652,0.03448604853754034,0.7608600640033508,0.8985357302427291,0.24488748984245798,0.04490370903325565
256,json_config,2,500,1.4974302220344544,1.219748616218567,1.834205985069275,0.682,0.722,0.04,0.682946200761355,0.7530923605781508,0.07014615991289753,0.03109236057815079,0.7153032567223057,0.8241459267139435,0.23110804002661342,0.04306421132707866
256,json_config,3,500,2.1298651609420776,1.8369379043579102,2.552994966506958,0.584,0.75,0.166,0.5904059655225817,0.77330003162272,0.18289406616532203,0.023300031622719986,0.718925063643235,0.6995590423345566,0.28747336559253306,0.031066708830293315
256,json_config,4,500,3.05272669506073,2.5540928840637207,3.4565324783325195,0.358,0.476,0.118,0.4644745963272924,0.6456878030568197,0.18121320704578328,0.16968780305681974,0.4461222150575771,0.4859109891355038,0.8089640930166144,0.3564869812118062
256,json_config,5,500,3.765920111656189,3.4574456214904785,4.067587375640869,0.276,0.38,0.104,0.3976432080894837,0.5998257826059988,0.20218257513074991,0.21982578260599883,0.37026486278725596,0.37986146461963655,0.9833738986593523,0.5784889015947338
256,json_config,6,500,4.480886999130249,4.070036888122559,4.921485424041748,0.278,0.396,0.118,0.36362799800812295,0.5092912252714288,0.1456632271399547,0.11329122527142876,0.3684516656330537,0.3287117885351181,0.7622640946109405,0.2860889527056282
256,json_config,7,500,5.422917856216431,4.922222137451172,5.920867919921875,0.166,0.242,0.076,0.2525324185299832,0.37051672998309093,0.1179843114677905,0.12851672998309094,0.21971948311797232,0.19914127388596534,1.131140283508079,0.5310608676987228
256,json_config,8,500,6.40034594631195,5.922934532165527,6.987005233764648,0.09,0.126,0.036,0.15112963557226997,0.24582838929273115,0.09469875370542609,0.11982838929273115,0.10724820520261233,0.11768354116380214,1.5480250364106796,0.9510189626407234
256,json_config,9,500,7.2364846820831294,6.9880690574646,7.662984848022461,0.006,0.01,0.004,0.15759799031372881,0.2468479825277236,0.08924999201217422,0.2368479825277236,0.014996159536537846,0.04047994839400053,3.314479188331945,23.68479825277236
256,math,0,500,0.3626945045599714,0.001905085751786828,0.7378842830657959,0.876,0.904,0.028,0.8735888289661322,0.9119161160327678,0.03832728706358323,0.007916116032767762,0.8980448954303901,0.9654199116230011,0.0968179450122546,0.008756765522973187
256,math,1,500,1.1482020093202592,0.7396978139877319,1.5317296981811523,0.658,0.754,0.096,0.6632492291571174,0.7837811161055561,0.12053188718597085,0.029781116105556116,0.7416858217468952,0.8642931302785873,0.23219623038114243,0.039497501466254796
256,math,2,500,1.8271329174041748,1.5324305295944214,2.1010613441467285,0.476,0.63,0.154,0.5206779176106915,0.6914501072319543,0.17077218985029488,0.06145010723195432,0.6169728533092373,0.7177977480888367,0.33419109171472516,0.09753985274913385
256,math,3,500,2.4164828605651856,2.103081226348877,2.7468454837799072,0.448,0.584,0.136,0.4810409498891391,0.6403339896226871,0.1592930395421338,0.0563339896226871,0.5643279168630413,0.6064578184485435,0.38702539467142105,0.09646231099775189
256,math,4,500,3.0268227787017823,2.747091054916382,3.310798168182373,0.362,0.5,0.138,0.4175537986103997,0.5928332457939876,0.1752794474195629,0.09283324579398755,0.4894299120258698,0.5244552316069603,0.4918777575201602,0.1856664915879751
256,math,5,500,3.6238418922424316,3.311645030975342,3.935093402862549,0.34,0.482,0.142,0.38765410680451434,0.5583616374822059,0.17070753079766132,0.07636163748220592,0.45127467704966234,0.42588227534294126,0.5176737494453437,0.15842663378051022
256,math,6,500,4.270468679904938,3.936185836791992,4.613802909851074,0.264,0.398,0.134,0.34045273009359395,0.5047071072303103,0.16425437746224164,0.1067071072303103,0.3813251438419422,0.34339277663826945,0.6235094247958077,0.2681083096238952
256,math,7,500,4.9865202121734615,4.616919040679932,5.349114894866943,0.202,0.294,0.092,0.27616952065715605,0.4030134604987866,0.12684393988951376,0.10901346049878663,0.2796639477240432,0.24956348580121995,0.646522172138024,0.37079408332920627
256,math,8,500,5.758464939117432,5.34938383102417,6.20587682723999,0.18,0.254,0.074,0.24338319808331194,0.3443467980338349,0.10096360033202502,0.09034679803383489,0.23886262763311358,0.18041830185800792,0.6390201750473179,0.3556960552513184
256,math,9,500,6.788718645095825,6.208909511566162,8.53474235534668,0.08,0.122,0.042,0.12297151470126154,0.19140023294789357,0.06842871839592925,0.06940023294789358,0.11736375998646455,0.10391815739870071,0.5938049502723693,0.5688543684253572
256,natural_language,0,500,0.24341077411943116,0.0013771188678219914,0.648327112197876,0.97,0.986,0.016,0.9671276239664849,0.9881999548230833,0.021072330861487954,0.0021999548230833277,0.9786882592173284,0.9817067115306854,0.0797967821051177,0.002231191504141306
256,natural_language,1,500,1.2977413189411164,0.652923583984375,1.926578402519226,0.736,0.876,0.14,0.7509017260584349,0.8957411214731698,0.14483939533018547,0.019741121473169754,0.8306252192520034,0.8319950441122055,0.43909171249278733,0.022535526795855885
256,natural_language,2,500,2.3455528423786163,1.9266717433929443,2.7632408142089844,0.53,0.69,0.16,0.6014979045665765,0.7980201579422092,0.1965222523011764,0.1080201579422092,0.6218785717637766,0.6133401909470558,0.8840206800047308,0.15655095353943363
256,natural_language,3,500,3.0997763156890867,2.7686960697174072,3.405639886856079,0.408,0.574,0.166,0.5208613220449059,0.7537234181181707,0.23286209648940664,0.17972341811817072,0.4738624486883525,0.5018642952740192,1.2928680468220846,0.31310700020587234
256,natural_language,4,500,3.6794736881256105,3.405740737915039,3.9415621757507324,0.386,0.514,0.128,0.48419849756835487,0.6829678912880995,0.19876939410027922,0.16896789128809953,0.4159406238885083,0.41315683868527414,1.4402154765863924,0.32873130600797573
256,natural_language,5,500,4.196908601760864,3.9422383308410645,4.437150955200195,0.352,0.488,0.136,0.5035552372430168,0.6866664081835991,0.18311117113429612,0.19866640818359915,0.36707216458447334,0.3559361256361008,1.671556800235412,0.407103295458195
256,natural_language,6,500,4.670993410110474,4.439039707183838,4.916607856750488,0.282,0.412,0.13,0.4524731940108072,0.633812672054647,0.18133947757690214,0.221812672054647,0.30358423367599097,0.29264634135365486,1.909081647526473,0.5383802719772985
256,natural_language,7,500,5.153057286262512,4.916947364807129,5.401613235473633,0.24,0.336,0.096,0.3970146049929943,0.5712409055617589,0.17422630097079644,0.23524090556175886,0.23215139496804957,0.2313207397609949,2.0742645748102806,0.70012174274333
256,natural_language,8,500,5.658455040931702,5.40202522277832,5.943275451660156,0.152,0.232,0.08,0.3432183455244799,0.5186240711981533,0.175405725232428,0.28662407119815336,0.16875313491311367,0.16851705719530582,2.2421562460380957,1.235448582750661
256,natural_language,9,500,6.408807518959045,5.945128917694092,7.681886672973633,0.124,0.194,0.07,0.2967797893992262,0.4691298373532561,0.17235004798108308,0.2751298373532561,0.1368802162065937,0.10164520137757063,2.4960314534993375,1.4181950379033819
