context_len,source_type,n,entropy_greedy_accept_top1_pearson,entropy_greedy_accept_top1_spearman,entropy_seq_accept_top1_expected_pearson,entropy_seq_accept_top1_expected_spearman,entropy_greedy_gain_top1_vs_top0_pearson,entropy_greedy_gain_top1_vs_top0_spearman,entropy_seq_gain_top1_vs_top0_pearson,entropy_seq_gain_top1_vs_top0_spearman,entropy_greedy_accept_top2_pearson,entropy_greedy_accept_top2_spearman,entropy_seq_accept_top2_expected_pearson,entropy_seq_accept_top2_expected_spearman,entropy_greedy_gain_top2_vs_top1_pearson,entropy_greedy_gain_top2_vs_top1_spearman,entropy_seq_gain_top2_vs_top1_pearson,entropy_seq_gain_top2_vs_top1_spearman,entropy_greedy_accept_top3_pearson,entropy_greedy_accept_top3_spearman,entropy_seq_accept_top3_expected_pearson,entropy_seq_accept_top3_expected_spearman,entropy_greedy_gain_top3_vs_top2_pearson,entropy_greedy_gain_top3_vs_top2_spearman,entropy_seq_gain_top3_vs_top2_pearson,entropy_seq_gain_top3_vs_top2_spearman,entropy_greedy_accept_top4_pearson,entropy_greedy_accept_top4_spearman,entropy_seq_accept_top4_expected_pearson,entropy_seq_accept_top4_expected_spearman,entropy_greedy_gain_top4_vs_top3_pearson,entropy_greedy_gain_top4_vs_top3_spearman,entropy_seq_gain_top4_vs_top3_pearson,entropy_seq_gain_top4_vs_top3_spearman,entropy_greedy_accept_top5_pearson,entropy_greedy_accept_top5_spearman,entropy_seq_accept_top5_expected_pearson,entropy_seq_accept_top5_expected_spearman,entropy_greedy_gain_top5_vs_top4_pearson,entropy_greedy_gain_top5_vs_top4_spearman,entropy_seq_gain_top5_vs_top4_pearson,entropy_seq_gain_top5_vs_top4_spearman
64,ALL,25,-0.42293912878498924,-0.30508510792387605,-0.46621926807660796,-0.4012390583392229,-0.42293912878498924,-0.30508510792387605,-0.46621926807660796,-0.4012390583392229,-0.5218291692443585,-0.4156194667729048,-0.5038995098569837,-0.46932345714059737,-0.2739794257802335,-0.28306925853614895,-0.15150190189569504,-0.08165336127703163,-0.4900528180465214,-0.3829788136082356,-0.45238502012325055,-0.460369427390502,0.014448240651667976,0.02830692585361489,0.06974246016850885,0.21895054705798092,-0.4614189426198825,-0.3448473332620082,-0.42785688848677805,-0.37569538502955585,0.02445528184769952,0.05661385170722978,0.03329074080834084,0.3818266703525955,-0.4229307002135868,-0.3687668789208312,-0.38470857124691205,-0.3738530984483969,0.016320867092056712,-0.06827887419989187,0.1006335579280715,0.16612696273035177
64,chat,5,-0.645198599941338,-0.5773502691896257,-0.6492028401533133,-0.8207826816681234,-0.645198599941338,-0.5773502691896257,-0.6492028401533133,-0.8207826816681234,-0.645198599941338,-0.5773502691896257,-0.6489894899162013,-0.8207826816681234,,,0.5819501127091877,0.7181848464596079,-0.645198599941338,-0.5773502691896257,-0.6504575462834858,-0.8207826816681234,,,-0.04380721570848849,0.20519567041703085,-0.645198599941338,-0.5773502691896257,-0.6513148357941011,-0.8207826816681234,,,0.09922648445430661,0.20519567041703085,-0.36031951596689377,-0.28867513459481287,-0.3662405680379741,-0.4472135954999579,0.34890419706443426,0.35355339059327373,0.34893470815333116,0.4103913408340617
64,code,5,,,0.3299582644922731,0.3,,,0.3299582644922731,0.3,-0.5777453615062493,-0.7071067811865475,-0.6007474122963748,-0.7,-0.5777453615062493,-0.7071067811865475,-0.6065715126911951,-0.8999999999999998,-0.5777453615062493,-0.7071067811865475,-0.6049847340977597,-0.7,,,-0.27516616502633984,0.05129891760425771,-0.5777453615062493,-0.7071067811865475,-0.6049306841201728,-0.7,,,0.36123913259977847,0.49999999999999994,-0.5777453615062493,-0.7071067811865475,-0.6045781888527497,-0.7,,,0.5742315039050633,0.5642880936468347
64,json_config,5,,,0.06693800813601748,-0.09999999999999999,,,0.06693800813601748,-0.09999999999999999,,,0.022274359628363116,0.0,,,-0.03542247765119321,-0.3,,,-0.006687508594204775,-0.39999999999999997,,,-0.14041773304301175,-0.39999999999999997,,,0.00034249873698805034,-0.09999999999999999,,,0.1979939820995412,0.0,-0.7823480094784916,-0.8660254037844386,-0.7584711414353996,-0.6708203932499368,-0.7823480094784916,-0.8660254037844386,-0.7724851827953669,-0.8999999999999998
64,math,5,-0.5752145303421565,-0.5773502691896257,-0.6557221983422648,-0.7181848464596079,-0.5752145303421565,-0.5773502691896257,-0.6557221983422648,-0.7181848464596079,-0.5752145303421565,-0.5773502691896257,-0.5369155837512761,-0.4103913408340617,,,0.45478112458583536,0.6155870112510925,-0.5752145303421565,-0.5773502691896257,-0.4440428316091225,-0.4103913408340617,,,0.4887775411600911,0.8944271909999159,-0.5752145303421565,-0.5773502691896257,-0.5417768043086241,-0.7181848464596079,,,-0.06824090012006909,0.20519567041703085,-0.5752145303421565,-0.5773502691896257,-0.5418999842608574,-0.7181848464596079,,,-0.149521276541277,0.30779350562554625
64,natural_language,5,-0.933307920737388,-0.7071067811865475,-0.9283857462647881,-0.7,-0.933307920737388,-0.7071067811865475,-0.9283857462647881,-0.7,-0.933307920737388,-0.7071067811865475,-0.9224876442676259,-0.7,,,0.17996524890599044,0.3,-0.7368972087956025,-0.8660254037844386,-0.7384059505336755,-0.8720815992723809,0.030796843522196974,-0.35355339059327373,0.07762574621364765,0.09999999999999999,-0.672562829595647,-0.8660254037844386,-0.656934977345177,-0.7826237921249264,0.07879320097930716,0.0,0.08575856403806935,0.6668859288553503,-0.672562829595647,-0.8660254037844386,-0.5303183621812433,-0.7826237921249264,,,0.5546853409920618,0.8944271909999159
