sample_id,context_len,draft_entropy_nats,draft_entropy_norm,target_entropy_nats,sampled_token_id,q_sample,p_sample,alpha_sampled,accepted,exact_accept_prob,q_max,p_at_q_argmax
0,64,4.125333,0.39768028,0.004926634,29896,0.02977709,3.4709192e-08,1.1656341e-06,0,0.00022092726,0.22968483,2.7956661e-05
1,64,1.2364771,0.119195856,0.1201445,418,0.816448,5.30517e-05,6.497867e-05,0,0.04156937,0.816448,5.30517e-05
2,64,2.4236486,0.23363866,1.3182054,3855,0.62390137,0.0284726,0.045636382,0,0.16589746,0.62390137,0.0284726
3,64,3.099104,0.29875225,0.00015598684,876,0.26556823,0.99998975,1.0,1,0.26557845,0.26556823,0.99998975
4,64,4.2693806,0.4115664,0.002766071,268,0.036461554,6.32456e-07,1.7345832e-05,0,0.00019239719,0.20099692,5.9199785e-05
5,64,1.9118543,0.18430191,2.2864888,29947,0.016722796,0.14248733,1.0,1,0.6343195,0.368899,0.096411765
6,64,3.3505242,0.32298905,0.1116755,29929,0.03420265,1.102202e-05,0.00032225632,0,0.16676547,0.14973478,0.98296875
7,64,1.8001527,0.17353393,1.6807585,29946,0.1178924,0.043990597,0.3731419,1,0.53238964,0.32046473,0.09608429
8,64,2.8525476,0.27498433,2.0674024,29953,0.055587832,0.3583289,1.0,1,0.5882789,0.183695,0.002001609
9,64,2.0785046,0.20036693,0.011766825,308,0.00053165597,2.456977e-09,4.6213663e-06,0,0.7380599,0.73702097,0.99890864
10,64,0.68331766,0.06587152,0.026890768,29901,0.015479304,1.9982703e-07,1.2909303e-05,0,0.91773736,0.91381574,0.9960691
11,64,0.5902708,0.056901846,0.0010075563,1115,0.9220076,6.33869e-06,6.874878e-06,0,0.0013758306,0.9220076,6.33869e-06
12,64,1.1956477,0.115259916,0.0012274396,1115,0.827151,1.2605752e-05,1.5239964e-05,0,0.0028363166,0.827151,1.2605752e-05
13,64,2.43372,0.23460954,1.2935095,29906,0.11738034,0.00015583447,0.0013276028,0,0.22934462,0.2997412,0.21772365
14,64,0.9144342,0.08815105,0.007326208,29899,0.88606644,0.9991559,1.0,1,0.8869091,0.88606644,0.9991559
15,64,0.46516168,0.044841383,1.4070967,29889,0.93816036,0.00050560595,0.0005389334,0,0.036900572,0.93816036,0.00050560595
16,64,3.2620327,0.31445852,2.55619,31191,0.00024965516,1.04931e-06,0.0042030374,0,0.28272468,0.24350509,0.010530172
17,64,2.7175674,0.2619723,2.1103156,29900,0.26429713,0.15993726,0.6051419,1,0.6516585,0.26429713,0.15993726
18,64,3.1729326,0.3058693,0.106397375,310,0.110839635,1.3868775e-05,0.00012512469,0,0.0785405,0.24783717,0.00011521816
19,64,2.783371,0.26831573,0.0033033486,462,0.009283899,1.0464084e-08,1.1271217e-06,0,0.54412407,0.54380685,0.999683
20,64,2.545727,0.24540697,2.2548978,29900,0.091188386,0.17349349,1.0,1,0.778936,0.18710642,0.12111797
21,64,2.7146294,0.2616891,0.0036449833,29883,0.00028695128,2.2493758e-10,7.838877e-07,0,0.5591455,0.5587913,0.9996456
22,64,5.7362204,0.5529691,2.0190246,13235,0.01500559,3.7079053e-06,0.0002471016,0,0.09371276,0.07680236,0.00022147525
23,64,0.5516471,0.05317854,0.0008882136,232,0.9005878,0.99995184,1.0,1,0.9006136,0.9005878,0.99995184
24,64,2.5136347,0.24231328,1.6584008,29892,0.04580131,0.29491565,1.0,1,0.22768357,0.13149914,0.0109114675
25,64,1.4423691,0.13904375,1.679132,29900,0.11793957,0.02703697,0.22924428,0,0.43986595,0.5670712,0.100454524
26,64,5.520867,0.53220916,3.8897166,16492,0.12277078,0.0064817737,0.052795738,0,0.35161144,0.12277078,0.0064817737
27,64,3.461954,0.33373085,0.0032563056,29947,0.038718037,1.3734482e-05,0.00035473084,0,0.053209703,0.16428752,9.459429e-05
28,64,2.0972126,0.20217037,1.3038331,29906,0.28033444,0.026265198,0.09369237,0,0.37816072,0.28033444,0.026265198
29,64,2.6258128,0.2531272,1.2997382,29955,0.08673059,0.010973369,0.12652247,0,0.095191024,0.1396821,0.014090086
30,64,6.142064,0.5920923,4.6631236,29950,0.0036800234,8.713768e-06,0.0023678567,0,0.13281742,0.18151833,0.0071569686
31,64,2.6126685,0.25186008,2.304688,29900,0.19624601,0.08084156,0.4119399,1,0.78158027,0.19624601,0.08084156
32,64,7.2775574,0.70155334,0.5907568,8865,0.0005542713,0.0003577139,0.6453769,1,0.02381324,0.017242875,3.6829388e-05
33,64,2.6251078,0.25305924,0.003221183,29946,0.0013828186,1.2329849e-08,8.916462e-06,0,0.580397,0.58009183,0.9996948
34,64,4.994179,0.48143664,0.6783862,236,0.009882674,0.00030838043,0.031204151,0,0.042833887,0.07189151,9.972616e-05
35,64,2.3088698,0.22257404,4.279061e-05,376,0.70204,0.9999976,1.0,1,0.70204246,0.70204,0.9999976
36,64,1.667911,0.1607859,1.5827758,29906,0.4657959,0.057716943,0.12391037,0,0.38526788,0.4657959,0.057716943
37,64,0.37389588,0.036043398,0.003025309,29871,0.95901567,0.9997024,1.0,1,0.9592915,0.95901567,0.9997024
38,64,2.5626245,0.24703588,2.2550588,29900,0.33859968,0.11835221,0.34953433,0,0.64047784,0.33859968,0.11835221
39,64,2.997738,0.2889806,0.0015169126,29906,0.05450033,7.4685963e-06,0.00013703764,0,0.019838223,0.26000655,4.237622e-08
40,64,1.1778276,0.113542065,0.001081452,1115,0.8309704,1.0782426e-05,1.29757045e-05,0,0.0029353455,0.8309704,1.0782426e-05
41,64,1.1539294,0.111238286,0.2654208,418,0.8462547,0.0009383123,0.0011087824,0,0.027543388,0.8462547,0.0009383123
42,64,0.46409687,0.044738736,0.03959181,29871,0.9487299,0.9944494,1.0,1,0.9499182,0.9487299,0.9944494
43,64,5.2446494,0.5055819,0.033747867,431,0.10838526,1.2051449e-09,1.1119085e-08,0,0.009349445,0.10838526,1.2051449e-09
44,64,2.846918,0.27444166,0.18194452,29945,0.07504827,0.0052634994,0.070134856,0,0.045209035,0.1306888,3.4034902e-06
45,64,1.9101297,0.18413566,1.5978024,29945,0.044423163,0.08419892,1.0,1,0.5492469,0.26375246,0.11508629
46,64,1.6622182,0.1602371,2.235568,29906,0.4721227,0.098224714,0.20804912,1,0.52027935,0.4721227,0.098224714
47,64,2.1964722,0.21173896,2.3688912,29892,0.4922819,0.0002390584,0.0004856128,0,0.33182076,0.4922819,0.0002390584
48,64,3.4279518,0.33045304,1.5380741,29899,0.032366443,3.5500236e-08,1.0968223e-06,0,0.4856597,0.15807343,0.20688307
49,64,2.510861,0.2420459,0.5397505,13,0.64729613,1.8741764e-07,2.8953926e-07,0,0.0045951577,0.64729613,1.8741764e-07
50,64,3.262617,0.31451485,1.8378663,367,0.5249783,0.21295954,0.405654,0,0.29510683,0.5249783,0.21295954
51,64,0.99745953,0.09615466,0.000105474464,3746,0.8943684,0.9999925,1.0,1,0.89437526,0.8943684,0.9999925
52,64,2.5356915,0.24443954,2.2719214,29892,0.28809187,6.510448e-05,0.00022598515,0,0.65174896,0.28809187,6.510448e-05
53,64,2.8751068,0.27715904,2.3680725,29900,0.08901408,0.03640203,0.40894687,0,0.5885631,0.15380253,0.00028452394
54,64,4.807811,0.46347085,1.3528066,541,0.0005716237,7.112036e-05,0.124418154,1,0.23762324,0.11460676,0.1468528
55,64,3.18604,0.30713284,0.00084527966,259,0.009168162,2.462985e-06,0.00026864547,0,0.00016651905,0.34135544,6.0140683e-05
56,64,1.9633014,0.18926139,2.2938564,29896,0.36624375,0.07860617,0.21462803,0,0.5986629,0.36624375,0.07860617
57,64,2.647702,0.2552373,2.3633082,29900,0.078495525,0.084335774,1.0,1,0.47747353,0.3517925,0.0003340569
58,64,3.0532153,0.2943286,2.3487194,29900,0.18923648,0.063339435,0.33471048,1,0.5782253,0.18923648,0.063339435
59,64,4.297741,0.41430035,0.74305964,376,0.32117337,0.24339764,0.7578388,1,0.24959934,0.32117337,0.24339764
60,64,2.2296743,0.21493962,0.0026918151,13,0.7243123,0.99977785,1.0,1,0.72451055,0.7243123,0.99977785
61,64,4.2574944,0.4104206,0.0028238266,29871,0.22310686,3.9744267e-05,0.00017814005,0,0.00020662337,0.22310686,3.9744267e-05
62,64,2.488446,0.2398851,1.9783754,29889,0.46202865,0.416972,0.90248084,1,0.6885592,0.46202865,0.416972
63,64,3.5403237,0.34128565,2.0340548,29901,0.420656,0.3971119,0.94403005,1,0.51338804,0.420656,0.3971119
64,64,3.3198195,0.32002914,0.00029568805,29871,0.3314561,9.6659805e-06,2.9162175e-05,0,4.9893108e-05,0.3314561,9.6659805e-06
65,64,2.3862436,0.23003283,0.0005606371,418,0.56214106,0.99995303,1.0,1,0.56218785,0.56214106,0.99995303
66,64,3.0001607,0.28921416,2.216231,29947,0.060460277,0.053394157,0.8831279,1,0.5241952,0.22639905,0.001198207
67,64,0.14575046,0.014050281,0.0013452196,1115,0.9803729,0.99987876,1.0,1,0.9804912,0.9803729,0.99987876
68,64,2.738986,0.26403704,0.9889629,29955,0.06006556,0.018242825,0.30371523,0,0.23979385,0.17111085,0.03862006
69,64,0.89387214,0.086168885,0.40017787,29889,0.840696,0.9001531,1.0,1,0.84890085,0.840696,0.9001531
70,64,0.38309082,0.036929786,0.052879862,29871,0.9592606,0.9921652,1.0,1,0.9607109,0.9592606,0.9921652
71,64,6.877882,0.6630248,0.95572424,2794,0.001025805,3.3748038e-06,0.0032899077,0,0.023451364,0.044827484,1.4042921e-05
72,64,1.6137607,0.15556583,1.2556113,29941,0.12356657,0.12378281,1.0,1,0.87670386,0.47739416,0.4972801
73,64,2.7944174,0.2693806,2.300388,29941,0.06681071,0.11220194,1.0,1,0.78228194,0.16152757,0.12714146
74,64,2.8598125,0.27568465,2.317214,29936,0.0016766773,7.74701e-09,4.620454e-06,0,0.73964083,0.1991698,0.08668364
75,64,0.42007282,0.040494837,0.064458705,29871,0.9554262,0.9901286,1.0,1,0.95728976,0.9554262,0.9901286
76,64,2.5829802,0.24899815,0.0053101783,29898,0.006056902,2.043987e-09,3.374641e-07,0,0.5719418,0.5713908,0.9994491
77,64,3.9339814,0.37923408,1.0813628,30177,1.467731e-06,6.9428545e-08,0.04730332,0,0.53326744,0.41033667,0.7821857
78,64,7.1137266,0.68576014,1.8896523,771,0.0016763802,5.629021e-06,0.0033578428,0,0.04821413,0.013657559,3.2392774e-05
79,64,0.52700436,0.050802987,0.00062009157,29871,0.9420633,0.9999573,1.0,1,0.94210017,0.9420633,0.9999573
80,64,2.6985555,0.26013955,2.3698595,29896,0.10197756,0.10074538,0.9879172,1,0.76376724,0.13509832,0.07969615
81,64,2.1847682,0.21061069,0.7842138,29941,0.03987926,0.032270595,0.8092075,1,0.18474753,0.39343616,0.05663666
82,64,1.8264291,0.17606696,1.6182997,29896,0.40196952,0.038329404,0.095354006,0,0.3459329,0.40196952,0.038329404
83,64,7.238213,0.6977606,0.93479395,29886,0.008822826,5.5644818e-05,0.0063069155,0,0.026369985,0.021836704,9.5397416e-05
84,64,5.1663933,0.49803805,0.032881178,559,0.0004734701,3.1861867e-13,6.729436e-10,0,0.009489622,0.11228985,1.2339287e-09
85,64,1.5874673,0.15303116,0.011370359,376,0.80678856,0.9989497,1.0,1,0.8077103,0.80678856,0.9989497
86,64,4.8103466,0.46371529,0.29876772,31694,6.802861e-05,1.3158916e-07,0.0019343209,0,0.050286833,0.11690853,9.878058e-05
87,64,7.154989,0.6897378,1.9276526,29928,0.0015207345,1.5412493e-07,0.000101349004,0,0.046918515,0.014094096,5.6283352e-05
88,64,2.563453,0.24711575,2.1407473,29892,0.4661645,0.011858929,0.025439365,0,0.28921187,0.4661645,0.011858929
89,64,2.9024937,0.27979913,0.2056809,29946,0.059859447,7.891846e-05,0.0013183961,0,0.25039014,0.2481105,0.95250696
90,64,4.669224,0.45011112,0.9832086,5120,0.020108597,3.9884703e-06,0.00019834652,0,0.10247245,0.2701031,0.019911103
91,64,6.1465645,0.59252614,3.6815171,9875,7.473721e-06,1.4286637e-05,1.0,1,0.1580156,0.053183857,0.0019840954
92,64,0.5730932,0.05524593,0.11261217,29889,0.91448563,0.9779515,1.0,1,0.91565853,0.91448563,0.9779515
93,64,6.4819064,0.62485296,2.3661397,3153,0.002174446,2.2135857e-06,0.001018,0,0.14843038,0.06329889,0.013420982
94,64,5.1519947,0.49665004,0.026638212,29874,0.020222144,1.1514832e-09,5.6941698e-08,0,0.0069836313,0.09423962,1.1787898e-09
95,64,2.9774697,0.28702676,0.009043209,338,0.24101491,5.3870637e-05,0.00022351579,0,0.3950594,0.39427406,0.9992004
96,64,2.6698666,0.25737396,2.303995,29906,0.06517177,0.09110883,1.0,1,0.7970412,0.12860091,0.11162886
97,64,1.9130135,0.18441366,1.3928915,29941,0.24613807,0.08083475,0.3284122,0,0.52443904,0.24613807,0.08083475
98,64,2.5027523,0.24126422,0.71474665,376,0.68200624,1.5044029e-07,2.2058491e-07,0,0.00022299135,0.68200624,1.5044029e-07
99,64,1.3433301,0.12949644,0.33720925,29889,0.8051153,0.10520365,0.13066906,0,0.1282874,0.8051153,0.10520365
100,64,6.922512,0.6673271,4.0047803,2388,0.0012995964,0.00016153458,0.124295965,0,0.21483807,0.016081646,0.00024824266
101,64,1.2757193,0.12297878,0.1199781,418,0.8087891,4.8683145e-05,6.0192633e-05,0,0.044556387,0.8087891,4.8683145e-05
102,64,1.7746208,0.17107266,1.8145697,29896,0.2532309,0.34981075,1.0,1,0.7118732,0.3407594,0.10340386
103,64,2.2075782,0.21280956,1.8872457,29915,0.00039963858,1.7308824e-07,0.00043311194,0,0.46788025,0.42643568,0.006903586
104,64,3.426701,0.3303325,0.0070714946,310,0.07079914,1.4023918e-06,1.9808034e-05,0,0.17867298,0.18220991,7.821913e-06
105,64,2.6961892,0.25991145,2.3234622,29906,0.09091649,0.084356464,0.9278456,1,0.7431827,0.13863109,0.051970508
106,64,2.3981566,0.23118125,1.2024511,29900,0.12141708,0.11440087,0.94221395,1,0.12569703,0.14531723,0.0005297811
107,64,3.8226535,0.3685021,0.027139211,526,0.20970048,0.99734926,1.0,1,0.21179801,0.20970048,0.99734926
108,64,7.130865,0.68741226,2.7102416,1482,0.0047661434,1.8114346e-05,0.0038006296,0,0.084363654,0.015325319,0.01158703
109,64,2.2677066,0.21860592,0.045218587,177,0.34030244,0.0013006058,0.0038219115,0,0.2636159,0.34030244,0.0013006058
110,64,2.9990022,0.2891025,0.0068540727,29900,0.13680537,1.0022053e-06,7.3257743e-06,0,0.007840642,0.13680537,1.0022053e-06
111,64,0.60042095,0.057880316,0.018058864,1115,0.9247976,0.99752253,1.0,1,0.9272674,0.9247976,0.99752253
112,64,3.6960182,0.35629454,0.7721474,29906,0.061656892,0.0005636723,0.00914208,0,0.15047485,0.10653356,0.011146135
113,64,5.141909,0.49567777,0.022429673,328,0.0070058918,4.7742123e-12,6.814568e-10,0,0.0065161358,0.09900685,9.478959e-10
114,64,2.5146117,0.24240747,2.2987232,29929,0.17766073,0.089331895,0.50282294,1,0.67244744,0.18911886,0.09216759
115,64,1.4421126,0.13901901,1.7574942,29906,0.16402663,0.3223182,1.0,1,0.71505636,0.5131939,0.29809558
116,64,2.775695,0.2675758,1.4180297,29906,0.08242113,0.005474578,0.06642202,0,0.1340367,0.12765634,0.008218315
117,64,7.0802164,0.68252975,1.9245,8208,0.00017899783,7.259501e-08,0.00040556362,0,0.048418336,0.013621502,5.0111492e-05
118,64,7.1309547,0.6874209,2.0716984,17823,0.000276169,7.636992e-07,0.0027653326,0,0.05158014,0.013890796,6.79451e-05
119,64,2.9027023,0.27981922,1.7816365,29900,0.2153578,0.037728425,0.17518951,1,0.40849823,0.2153578,0.037728425
120,64,3.1389298,0.30259144,0.005963512,29955,0.08001582,2.5388339e-08,3.1729147e-07,0,0.008774451,0.1340013,1.6142628e-06
121,64,1.0236367,0.09867813,0.041122116,1115,0.8678593,0.9934808,1.0,1,0.8743617,0.8678593,0.9934808
122,64,1.7198236,0.16579024,2.2893472,29896,0.46046674,0.093401596,0.20284113,0,0.51353145,0.46046674,0.093401596
123,64,4.440923,0.42810306,0.0030430986,1678,0.07138376,1.1362968e-06,1.5918142e-05,0,0.00020832194,0.24529104,8.348353e-05
124,64,2.564612,0.24722746,2.274723,29941,0.04317516,0.10105384,1.0,1,0.5781059,0.3044145,0.00417099
125,64,4.5653496,0.4400977,1.2960536,31419,0.005731969,4.9194587e-05,0.008582493,0,0.15547936,0.07851162,0.00040551528
126,64,5.1390166,0.49539894,2.0781143,29871,0.17415242,0.0015831556,0.009090632,0,0.13788185,0.17415242,0.0015831556
127,64,2.2495804,0.21685857,0.0006455202,418,0.59961164,0.99994445,1.0,1,0.59966713,0.59961164,0.99994445
128,64,1.9766183,0.19054514,2.2974474,29945,0.11410561,0.099977896,0.8761874,1,0.5788791,0.4584033,0.109804235
129,64,3.1363924,0.30234686,1.3551531,5654,3.2302491e-06,3.0500322e-09,0.0009442096,0,0.2965634,0.13849297,0.0009484772
130,64,2.845264,0.2742822,2.302963,29889,0.031518757,1.634649e-07,5.186274e-06,0,0.7247383,0.17172518,0.078808844
131,64,2.9526541,0.28463456,2.304806,29945,0.08323016,0.09816181,1.0,1,0.6652753,0.1495375,0.08396224
132,64,5.518474,0.5319785,0.0014818062,2498,6.8795154e-05,8.227203e-12,1.1958986e-07,0,0.00017294438,0.120381184,9.914892e-05
133,64,2.871821,0.27684227,0.00070722605,29946,0.06940734,7.29606e-06,0.00010511944,0,0.00997,0.32345337,1.43065115e-08
134,64,0.13199233,0.012724002,0.0014444912,29918,0.98821217,0.99986184,1.0,1,0.9883491,0.98821217,0.99986184
135,64,7.003189,0.6751044,4.6095753,3027,0.0018190936,4.0683066e-05,0.022364471,0,0.21869895,0.032751977,4.339156e-05
136,64,7.067572,0.68131083,2.6514344,902,4.2223215e-05,2.230478e-06,0.052825868,0,0.1879469,0.04634862,0.113562256
137,64,2.3158386,0.22324581,0.00053332845,418,0.58433837,0.9999553,1.0,1,0.58438295,0.58433837,0.9999553
138,64,2.9781146,0.28708893,1.267375,471,0.29818633,0.064434655,0.21608856,1,0.4111988,0.29818633,0.064434655
139,64,0.6380403,0.061506804,0.036210213,1115,0.92049146,0.9943322,1.0,1,0.9243537,0.92049146,0.9943322
140,64,1.6769431,0.16165657,7.765601e-05,376,0.7852723,0.9999956,1.0,1,0.7852768,0.7852723,0.9999956
141,64,1.3000472,0.12532398,0.583635,259,0.036417697,2.0362342e-05,0.0005591332,0,0.7719821,0.8224127,0.7629419
142,64,2.364507,0.22793743,0.0007479603,418,0.5732352,0.9999349,1.0,1,0.5733002,0.5732352,0.9999349
143,64,1.5175426,0.14629044,1.1433752,29946,0.060044967,0.040876757,0.6807691,1,0.5479846,0.5066935,0.26654994
144,64,0.34636882,0.033389803,0.002966758,29871,0.9627757,0.9997118,1.0,1,0.9630447,0.9627757,0.9997118
145,64,3.1080804,0.2996176,0.014563753,29896,0.17692536,0.00014183245,0.00080165133,0,0.027580507,0.17692536,0.00014183245
146,64,2.5999599,0.250635,2.3073392,29947,0.15854113,0.103550084,0.65314335,1,0.7721755,0.15854113,0.103550084
147,64,3.4410267,0.33171347,0.01788171,164,0.010430727,8.561263e-07,8.2077335e-05,0,0.040847793,0.21615723,1.082245e-06
148,64,2.3736324,0.22881712,2.3007684,29947,0.11386714,0.116657354,1.0,1,0.61102235,0.33994448,0.07893431
149,64,1.250905,0.12058669,0.15208489,173,0.13868932,0.033575136,0.24208882,0,0.78357095,0.7497474,0.96599704
150,64,6.201425,0.5978147,0.00089286524,8173,0.0006312473,8.491431e-10,1.3451829e-06,0,0.0005988041,0.0997276,1.2474341e-10
151,64,2.7348847,0.2636417,0.005331139,29925,0.00066901563,4.723619e-10,7.060551e-07,0,0.45973474,0.45911568,0.9993808
152,64,6.252282,0.6027173,0.69755363,353,0.0019967426,7.6436066e-08,3.828038e-05,0,0.051579367,0.08725727,2.6217856e-06
153,64,3.2331827,0.3116774,0.18044786,29953,0.043079734,0.0003164445,0.0073455535,0,0.21288228,0.17856053,0.9656776
154,64,1.0175117,0.09808768,0.0011910528,1115,0.85649395,8.938831e-06,1.0436537e-05,0,0.0025597392,0.85649395,8.938831e-06
155,64,2.8312726,0.27293342,2.306242,29900,0.106911585,0.07607153,0.7115368,1,0.7924962,0.14053263,0.0932048
156,64,7.1090426,0.6853086,2.8253233,9315,3.6585658e-05,5.9489032e-08,0.0016260205,0,0.07888746,0.018658018,0.00026842928
157,64,2.4233048,0.23360552,2.3039966,29953,0.07113068,0.09961355,1.0,1,0.80692136,0.26428252,0.112876944
158,64,3.6353812,0.35044914,0.92340434,2259,0.0005588045,6.259527e-08,0.0001120164,0,0.40300083,0.49432865,0.3949068
159,64,6.374585,0.6145072,0.002762297,29896,0.06818427,0.99979097,1.0,1,0.06839243,0.06818427,0.99979097
160,64,0.37580013,0.03622697,0.04835359,29871,0.95961225,0.99283195,1.0,1,0.96062785,0.95961225,0.99283195
161,64,3.414452,0.3291517,1.7598587,29946,0.058497746,0.041040625,0.7015762,1,0.44021302,0.13286063,0.19579388
162,64,3.0402017,0.2930741,1.4730651,29900,0.21840683,0.11232721,0.5143027,1,0.4709036,0.21840683,0.11232721
163,64,7.230693,0.6970356,1.2709587,15807,0.0016931787,8.9253183e-07,0.0005271339,0,0.040457133,0.020070758,0.00013272245
164,64,1.6755195,0.16151933,2.2873192,29953,0.53213227,0.13580792,0.25521457,0,0.58316344,0.53213227,0.13580792
165,64,7.0513697,0.67974895,1.8671474,1356,0.00068354356,3.3516775e-07,0.00049033854,0,0.042392045,0.014557828,6.890641e-07
166,64,7.069948,0.6815399,2.929504,2611,0.00026041886,4.9789352e-05,0.1911895,1,0.08327748,0.023442157,0.00035104912
167,64,0.26058978,0.02512074,0.043297134,154,0.9591566,0.9931191,1.0,1,0.9625086,0.9591566,0.9931191
168,64,1.3637284,0.13146281,0.012895291,376,0.833538,0.9987973,1.0,1,0.8346006,0.833538,0.9987973
169,64,1.7005436,0.16393165,0.9845402,29896,0.41593316,0.09804557,0.23572434,0,0.51646763,0.41593316,0.09804557
170,64,4.6910725,0.4522173,0.6571663,338,0.16347262,0.8542875,1.0,1,0.22319287,0.16347262,0.8542875
171,64,3.262617,0.31451485,1.8378663,975,0.0007831308,1.1616788e-05,0.014833776,0,0.29510683,0.5249783,0.21295954
172,64,2.3214312,0.22378494,2.3088732,29955,0.10452231,0.106657825,1.0,1,0.83629775,0.18488112,0.11353666
173,64,3.6989622,0.35657832,0.45113438,235,0.030623956,0.001256504,0.0410301,0,0.43257427,0.394047,0.87586176
174,64,2.7050683,0.2607674,1.545303,29947,0.11688963,0.0034653838,0.029646631,0,0.19256674,0.14433943,0.11656492
175,64,0.65078986,0.062735856,0.04329057,1115,0.9192361,0.99328446,1.0,1,0.9240551,0.9192361,0.99328446
176,64,3.2682972,0.3150624,0.19901195,31302,0.0017715289,5.324172e-07,0.00030054105,0,0.030618232,0.3977825,0.00010008304
177,64,1.8501743,0.17835599,0.3793271,29896,0.29166597,0.038093813,0.13060766,0,0.35756287,0.29166597,0.038093813
178,64,2.437375,0.23496188,1.6180665,29906,0.11688993,0.003612635,0.030906297,0,0.1623335,0.16102268,0.003669526
179,64,3.0845113,0.29734552,0.21328864,29892,0.18683344,0.00084290875,0.004511552,0,0.03315746,0.18683344,0.00084290875
180,64,1.8749937,0.18074857,0.00029991788,268,0.05325402,1.0429465e-06,1.9584371e-05,0,0.6337616,0.6337381,0.99997675
181,64,2.8911958,0.27871,2.354347,29929,0.068591736,0.07478582,1.0,1,0.82493144,0.15217741,0.14415343
182,64,0.6794947,0.06550299,1.719278,29889,0.89965135,0.0011230394,0.0012483051,0,0.06724365,0.89965135,0.0011230394
183,64,3.4602828,0.33356974,0.00022639355,29871,0.38827413,6.8542463e-06,1.765311e-05,0,4.9503826e-05,0.38827413,6.8542463e-06
184,64,2.441997,0.23540744,0.00089867145,418,0.55942154,0.9999212,1.0,1,0.5595003,0.55942154,0.9999212
185,64,5.2058992,0.5018464,0.06613904,3560,1.4385748e-05,8.722394e-11,6.063219e-06,0,0.00075017207,0.18001181,2.385282e-09
186,64,2.1333237,0.20565146,2.0483644,29889,0.0034343696,0.0028758594,0.83737624,1,0.310889,0.37290862,0.029502545
187,64,1.0081642,0.09718658,0.34026402,29892,0.018092372,0.89325833,1.0,1,0.124833934,0.86495537,0.1066845
188,64,2.8809755,0.27772477,2.303153,29945,0.06899356,0.121120416,1.0,1,0.68363166,0.22271395,0.15552169
189,64,1.9049855,0.18363976,1.6497145,29946,0.21746987,0.06129778,0.28186792,0,0.5322636,0.26027736,0.08644372
190,64,2.8797216,0.2776039,0.003149244,29929,0.12061415,4.050007e-09,3.3578207e-08,0,0.008775895,0.12444285,1.9136593e-07
191,64,7.094124,0.68387043,1.8644657,1028,0.004684089,1.6026382e-07,3.421451e-05,0,0.04803106,0.014428011,4.5401743e-05
192,64,1.5500875,0.14942774,0.006876335,31631,1.2100912e-05,3.0572012e-10,2.5264222e-05,0,0.7688487,0.7682531,0.99936396
193,64,2.7319436,0.26335818,0.004465121,29883,0.00030995373,2.1799726e-10,7.03322e-07,0,0.5543255,0.5538805,0.9995552
194,64,2.346018,0.22615512,2.2855635,29929,0.036846213,0.07349264,1.0,1,0.8088896,0.20232552,0.10861508
195,64,2.9143543,0.28094247,2.3864088,29906,0.05723936,0.06825374,1.0,1,0.60832614,0.15318047,0.060233712
196,64,2.907197,0.28025252,0.0005404438,29906,0.105174005,8.6461927e-07,8.220845e-06,0,0.011119823,0.24453689,1.28746205e-08
197,64,1.8625933,0.17955318,4.828794e-05,376,0.7659686,0.99999726,1.0,1,0.7659715,0.7659686,0.99999726
198,64,3.1414435,0.30283377,1.0273356,346,0.0002036542,6.7049255e-09,3.292309e-05,0,0.15596426,0.13732359,0.0014039433
199,64,4.994179,0.48143664,0.6783862,30275,0.0050082956,2.0660202e-05,0.004125196,0,0.042833887,0.07189151,9.972616e-05
200,64,7.1166906,0.6860458,2.805961,4836,0.00045285717,5.172611e-05,0.114221685,0,0.07665067,0.021231327,0.00025660175
201,64,2.405355,0.23187517,2.362381,29955,0.032138243,0.07960791,1.0,1,0.42502284,0.43000495,1.9235235e-05
202,64,5.832287,0.5622299,0.00048968365,1837,0.003146824,6.8212484e-12,2.1676612e-09,0,7.796806e-05,0.17726463,3.4268258e-05
203,64,1.3958764,0.13456187,0.0015678426,7254,3.816977e-05,1.2645349e-10,3.3129227e-06,0,0.8359607,0.83583325,0.9998691
204,64,0.6418924,0.06187814,0.039990783,1115,0.920163,0.99367756,1.0,1,0.924031,0.920163,0.99367756
205,64,5.976909,0.5761714,2.6143966,10185,0.001971358,1.6362574e-05,0.008300154,0,0.11907209,0.069492765,0.002017168
206,64,2.6089506,0.25150168,0.0016900097,30607,0.2526926,0.00014202093,0.0005620304,0,0.2691478,0.2689899,0.99983895
207,64,5.404891,0.5210291,0.18982561,988,0.003196244,3.2945598e-11,1.0307598e-08,0,0.009161184,0.06198052,4.1497157e-09
208,64,2.5945334,0.25011188,2.377554,29946,0.08535079,0.10721794,1.0,1,0.8171817,0.16196732,0.112363435
209,64,3.138456,0.3025458,2.3064246,29892,0.09423345,0.0030394308,0.032254264,0,0.6797519,0.11912224,0.10065213
210,64,2.7598956,0.26605272,2.3095398,29955,0.09010894,0.10554742,1.0,1,0.737157,0.1569154,0.0013601539
211,64,2.4703374,0.23813944,2.2479262,29900,0.28011256,0.082996495,0.29629692,1,0.69065154,0.28011256,0.082996495
212,64,5.707635,0.5502135,0.005031528,1572,0.00043706683,3.3427823e-11,7.648218e-08,0,0.13105689,0.13052303,0.99946135
213,64,1.28265,0.12364689,0.117893785,1678,0.034190126,0.98440045,1.0,1,0.043866728,0.8091622,5.5619734e-05
