context_len,source_type,entropy_bin,n,entropy_mean,entropy_min,entropy_max,empirical_accept_rate,mean_alpha_sampled,mean_exact_accept_prob,mean_q_sample,mean_p_sample,mean_target_entropy,empirical_accept_se
64,code,6,100,6.300269,6.283395,6.333871,0.01,0.016522763,0.03059528,0.017452132,5.0512303e-05,0.9897258,0.0099498743710662
64,code,7,100,6.537454,6.333871,6.8018923,0.07,0.078821674,0.076737754,0.009011461,0.02009306,1.9079918,0.02551470164434615
64,code,8,100,6.876256,6.8018923,6.8785563,0.01,0.010026135,0.016490163,0.0041931984,0.009897564,0.08564885,0.0099498743710662
64,code,9,100,6.8785815,6.8785563,6.8810987,0.01,0.010018203,0.015534006,0.005809929,0.009897576,0.06716195,0.0099498743710662
64,json_config,0,100,1.1101527,0.9956708,1.2076294,0.89,0.89044815,0.8496548,0.7589269,0.88957953,0.005191669,0.031288975694324025
64,json_config,1,100,1.27677,1.2081095,1.3296294,0.73,0.7312612,0.7487796,0.5554741,0.729365,0.010145772,0.044395945760846225
64,json_config,2,100,1.4189628,1.3305936,1.5137923,0.67,0.670797,0.6793039,0.47405612,0.66888857,0.018608315,0.04702127178203499
64,json_config,3,100,1.611065,1.5143387,1.7504971,0.78,0.7833661,0.7362738,0.57955384,0.75562596,0.2535823,0.04142463035441595
64,json_config,4,100,1.8491585,1.750914,1.9465258,0.8,0.79166377,0.8201638,0.6409975,0.74943167,0.4298,0.04
64,json_config,5,100,2.3164377,1.9480169,2.716382,0.66,0.6628214,0.72893745,0.41722175,0.5433305,0.6704651,0.04737087712930804
64,json_config,6,100,2.8941011,2.7265778,3.0210297,0.52,0.5396938,0.52024764,0.22701398,0.36912215,0.94932526,0.049959983987187186
64,json_config,7,100,3.3957913,3.021451,3.9034486,0.37,0.35873878,0.3231027,0.1088712,0.19741787,0.81842744,0.048280430818293245
64,json_config,8,100,4.1061788,3.9091191,4.2089815,0.28,0.28932378,0.26304194,0.055881415,0.058796693,1.4242014,0.0448998886412873
64,json_config,9,100,4.2748094,4.2105546,4.442616,0.12,0.12433545,0.16037565,0.050555013,0.017914647,0.9190804,0.03249615361854384
64,math,0,100,1.2871507,1.2707793,1.3036647,0.06,0.05002943,0.053544357,0.55510783,0.013493041,0.3033688,0.023748684174075833
64,math,1,100,2.3016732,1.3036647,2.6416001,0.46,0.46438622,0.47186017,0.35486397,0.31389496,0.66018325,0.04983974317750845
64,math,2,100,3.470528,2.6416001,3.9379694,0.18,0.19322476,0.20138755,0.15555017,0.14672342,0.2262697,0.03841874542459709
64,math,3,100,4.2740192,3.9396887,4.5924277,0.22,0.21212044,0.15862787,0.08350222,0.10258427,0.57197857,0.04142463035441596
64,math,4,100,4.5924277,4.5924277,4.5924277,0.04,0.049641863,0.038062226,0.03946641,0.0039331503,0.6748503,0.019595917942265423
64,math,5,100,4.5924277,4.5924277,4.5924277,0.07,0.060649496,0.038062226,0.03638729,0.007727016,0.6748503,0.02551470164434615
64,math,6,100,5.07624,4.5924277,5.2784996,0.16,0.1359572,0.12611936,0.020779306,0.007161754,2.022494,0.03666060555964672
64,math,7,100,5.5568004,5.2784996,6.3509974,0.1,0.10189268,0.14102112,0.014702555,0.0024209346,2.1200857,0.030000000000000002
64,math,8,100,6.4743953,6.3536496,6.5645885,0.07,0.062091686,0.04836094,0.007517078,0.009155076,0.784916,0.02551470164434615
64,math,9,100,6.589382,6.5654593,6.678712,0.01,0.012177902,0.018276177,0.004126631,5.0642222e-05,0.7622899,0.0099498743710662
64,natural_language,0,100,1.9595222,1.5160098,3.0156505,0.68,0.6652031,0.64273864,0.47070348,0.5141421,1.0166221,0.0466476151587624
64,natural_language,1,100,3.1310415,3.0210657,3.2010412,0.21,0.2793218,0.29385802,0.106765136,0.037144408,1.6304322,0.0407308237088326
64,natural_language,2,100,3.5780408,3.2053804,3.8210802,0.25,0.29065666,0.33866325,0.11128665,0.047844127,2.5415647,0.04330127018922193
64,natural_language,3,100,3.9234662,3.8210802,4.0695877,0.28,0.30702427,0.31144622,0.105514936,0.0453337,2.923215,0.0448998886412873
64,natural_language,4,100,4.2289414,4.0695877,4.311116,0.3,0.27920258,0.260449,0.08544662,0.035811227,1.776359,0.0458257569495584
64,natural_language,5,100,4.3720512,4.3134065,4.430457,0.25,0.2732397,0.26358956,0.06712572,0.051800262,1.6080316,0.04330127018922193
64,natural_language,6,100,4.5189915,4.4362936,4.558345,0.29,0.25251386,0.2498523,0.05148617,0.03239339,2.1283722,0.045376205218153706
64,natural_language,7,100,4.6798525,4.558345,4.747235,0.21,0.2250602,0.18171827,0.046995305,0.017440733,3.372981,0.0407308237088326
64,natural_language,8,100,4.9677644,4.7499056,5.5820203,0.16,0.16870078,0.17474496,0.04457777,0.0141329765,3.24164,0.03666060555964672
64,natural_language,9,100,5.777597,5.583335,6.8246803,0.15,0.15852772,0.15976982,0.02525131,0.0065093418,2.6773183,0.035707142142714254
128,chat,0,100,0.7374297,0.07728179,1.7869217,0.78,0.78433,0.79251367,0.79493064,0.77221024,0.19321565,0.04142463035441595
128,chat,1,100,1.8853333,1.7869217,1.9613801,0.52,0.49391642,0.5487151,0.44788438,0.37398198,1.0828085,0.049959983987187186
128,chat,2,100,2.1622694,1.9613801,2.4206822,0.63,0.6303947,0.6293581,0.37810886,0.54619455,0.31887147,0.048280430818293245
128,chat,3,100,2.6549566,2.4206822,2.8176384,0.66,0.6422133,0.58445895,0.3148388,0.37788662,1.6508888,0.04737087712930804
128,chat,4,100,3.351565,2.8176384,4.4144125,0.48,0.4589319,0.47683698,0.15216754,0.19764149,1.9616385,0.049959983987187186
128,chat,5,100,4.923603,4.4144125,4.971941,0.3,0.2512481,0.20860265,0.04615724,0.032890204,2.3326998,0.0458257569495584
128,chat,6,100,5.6622815,4.971941,6.269537,0.25,0.29398602,0.2814318,0.024025084,0.025090287,3.6390374,0.04330127018922193
128,chat,7,100,6.3520265,6.269537,6.3702507,0.14,0.18898425,0.16435762,0.009128173,0.0020673487,2.941153,0.03469870314579494
128,chat,8,100,6.445069,6.3702507,6.4773283,0.21,0.21712762,0.27945435,0.009823678,0.0042391396,4.7004027,0.0407308237088326
128,chat,9,100,6.5333767,6.4773283,6.575628,0.33,0.36442807,0.3629052,0.014902954,0.006795015,6.3412232,0.04702127178203499
128,code,0,100,1.5391867,1.538115,1.5391976,0.85,0.8500003,0.80651885,0.6877533,0.8499996,8.907962e-06,0.035707142142714254
128,code,1,100,1.5818965,1.5391976,2.9636455,0.8,0.8000116,0.78791916,0.6520508,0.8000031,0.033409975,0.04
