t,policy,budget,primary,alloc,N_acc,time_ms,throughput,models_used,uses_new,uses_subset,contained_waste,no_delay_ok
15,primary_only,12,Balanced,{'Balanced': 10},6.553870968728183,90.12449766120426,0.07272019416258468,1,0,0,0,1
15,random_residual,12,Balanced,"{'Balanced': 10, 'Subset': 2}",6.835676326711765,90.12449766120426,0.0758470394188317,2,0,1,0,1
16,proposed,32,Balanced,"{'Balanced': 10, 'Accurate': 7, 'Fast': 10}",9.282920655859025,89.79419938848929,0.10337995905166456,3,0,0,0,1
16,best_all,32,Balanced,{'Balanced': 32},8.125204176256357,150.50143804316576,0.053987551759644606,1,0,0,0,1
16,primary_only,32,Balanced,{'Balanced': 10},6.106812508602415,89.79419938848929,0.06800898666273143,1,0,0,0,1
16,random_residual,32,Balanced,"{'Balanced': 10, 'Fast': 10, 'Accurate': 7, 'Subset': 5}",8.544558424419174,89.79419938848929,0.0951571313359747,4,0,1,1,1
17,proposed,8,Balanced,{'Balanced': 8},6.126045664601428,83.2749365067262,0.07356409889434884,1,0,0,0,1
17,best_all,8,Balanced,{'Balanced': 8},6.08389685208649,83.2749365067262,0.07305795846022754,1,0,0,0,1
17,primary_only,8,Balanced,{'Balanced': 8},5.782746447930975,83.2749365067262,0.06944161941767313,1,0,0,0,1
17,random_residual,8,Balanced,{'Balanced': 8},6.30546488264495,83.2749365067262,0.0757186393307625,1,0,0,0,1
18,proposed,32,Balanced,"{'Balanced': 10, 'Accurate': 6, 'Fast': 10}",9.422253267257974,88.20754089906256,0.10681913554352482,3,0,0,0,1
18,best_all,32,Balanced,{'Balanced': 32},7.643795111860441,145.4241308770002,0.052562082137011815,1,0,0,0,1
18,primary_only,32,Balanced,{'Balanced': 10},6.307552688297028,88.20754089906256,0.07150808903645631,1,0,0,0,1
18,random_residual,32,Balanced,"{'Balanced': 10, 'Accurate': 6, 'Fast': 10, 'Subset': 6}",8.991658154221158,88.20754089906256,0.10193752215029404,4,0,1,1,1
19,proposed,8,Balanced,{'Balanced': 8},6.095677354605048,85.88181705026,0.07097750797514821,1,0,0,0,1
19,best_all,8,Balanced,{'Balanced': 8},5.519527256208054,85.88181705026,0.06426886907828115,1,0,0,0,1
19,primary_only,8,Balanced,{'Balanced': 8},6.230742901245447,85.88181705026,0.07255019881099016,1,0,0,0,1
19,random_residual,8,Balanced,{'Balanced': 8},5.952030272143899,85.88181705026,0.06930489452337316,1,0,0,0,1
20,proposed,40,Balanced,"{'Balanced': 12, 'Accurate': 8, 'Fast': 10}",9.785829394777394,92.15058685152289,0.10619389120706042,3,0,0,0,1
20,best_all,40,Balanced,{'Balanced': 40},7.9135944579658055,162.03528950507632,0.04883870965477483,1,0,0,0,1
20,primary_only,40,Balanced,{'Balanced': 12},7.02415181446555,92.15058685152289,0.07622471060095552,1,0,0,0,1
20,random_residual,40,Balanced,"{'Balanced': 10, 'Subset': 11, 'Fast': 9, 'Accurate': 6}",10.026912748740166,87.15882237626909,0.11504185664020875,4,0,1,0,1
21,proposed,16,Fast,"{'Fast': 10, 'Accurate': 4, 'Balanced': 2}",7.209232632060843,82.11138490444185,0.08779821020496338,3,0,0,0,1
21,best_all,16,Fast,{'Fast': 16},6.575761382977772,94.17821584710697,0.06982253086693796,1,0,0,0,1
21,primary_only,16,Fast,{'Fast': 10},6.084390481208118,82.11138490444185,0.07409923104194265,1,0,0,0,1
21,random_residual,16,Fast,"{'Fast': 10, 'Accurate': 4, 'Balanced': 2}",7.619595259988304,82.11138490444185,0.09279584394850608,3,0,0,0,1
22,proposed,6,Fast,{'Fast': 6},4.845559484958402,74.50560189344736,0.0650361766339151,1,0,0,0,1
22,best_all,6,Fast,{'Fast': 6},4.88440176933106,74.50560189344736,0.06555751037776174,1,0,0,0,1
22,primary_only,6,Fast,{'Fast': 6},4.553335122049679,74.50560189344736,0.06111399688524813,1,0,0,0,1
22,random_residual,6,Fast,{'Fast': 6},5.124464546649268,74.50560189344736,0.06877958725812207,1,0,0,0,1
23,proposed,6,Fast,{'Fast': 6},4.14493215879349,72.77740488687616,0.05695355811651014,1,0,0,0,1
23,best_all,6,Fast,{'Fast': 6},5.136497431753767,72.77740488687616,0.07057818892742662,1,0,0,0,1
23,primary_only,6,Fast,{'Fast': 6},4.915735220862879,72.77740488687616,0.06754479949517032,1,0,0,0,1
23,random_residual,6,Fast,{'Fast': 6},4.731804170172469,72.77740488687616,0.06501748966629818,1,0,0,0,1
24,proposed,12,Balanced,"{'Balanced': 10, 'Accurate': 2}",7.329913650963457,90.27983572219696,0.08119103886629318,2,0,0,0,1
24,best_all,12,Balanced,{'Balanced': 12},7.112855685819517,95.89580286663636,0.07417275285459016,1,0,0,0,1
24,primary_only,12,Balanced,{'Balanced': 10},6.6331984685101855,90.27983572219696,0.07347375430457602,1,0,0,0,1
24,random_residual,12,Balanced,"{'Balanced': 10, 'Fast': 2}",7.253317787734928,90.27983572219696,0.08034261172178414,2,0,0,0,1
25,proposed,24,Fast,"{'Fast': 10, 'Accurate': 4, 'Balanced': 5}",8.2584057236037,82.25210164514694,0.10040358311125251,3,0,0,0,1
25,best_all,24,Fast,{'Fast': 24},6.122878599056186,110.60504394835264,0.05535804137391132,1,0,0,0,1
25,primary_only,24,Fast,{'Fast': 10},5.363511139279619,82.25210164514694,0.06520819568135713,1,0,0,0,1
25,random_residual,24,Fast,"{'Fast': 10, 'Balanced': 5, 'Subset': 8, 'Accurate': 1}",8.154473064366494,82.25210164514694,0.09913999644102257,4,0,1,0,1
26,proposed,32,Subset,"{'Subset': 10, 'Balanced': 4, 'Accurate': 4, 'Fast': 7}",9.171689977656403,79.04579016243395,0.11603008786184789,4,0,1,0,1
26,best_all,32,Accurate,{'Accurate': 32},10.007682910244515,169.06212471716108,0.059195298337739746,1,0,0,0,1
26,primary_only,32,Subset,{'Subset': 10},4.976400636930476,79.04579016243395,0.06295592246853751,1,0,1,0,1
26,random_residual,32,Subset,"{'Subset': 11, 'Balanced': 5, 'Fast': 8, 'Accurate': 5}",9.958286341307929,80.77036917867734,0.12329133124646938,4,0,1,0,1
27,proposed,6,Balanced,{'Balanced': 6},5.910290211138918,79.69759702598718,0.07415895123176343,1,0,0,0,1
27,best_all,6,Balanced,{'Balanced': 6},4.684466507733114,79.69759702598718,0.05877801442627736,1,0,0,0,1
27,primary_only,6,Balanced,{'Balanced': 6},6.074476427840575,79.69759702598718,0.07621906625189535,1,0,0,0,1
27,random_residual,6,Balanced,{'Balanced': 6},5.27369942538863,79.69759702598718,0.06617137306748436,1,0,0,0,1
28,proposed,32,Balanced,"{'Balanced': 10, 'Accurate': 6, 'Fast': 10}",8.920706687204358,91.25330963269181,0.09775762351098863,3,0,0,0,1
28,best_all,32,Subset,{'Subset': 32},5.783828422785418,115.35021373500524,0.05014146255569706,1,0,1,0,1
28,primary_only,32,Balanced,{'Balanced': 10},6.653819607729329,91.25330963269181,0.07291592638680115,1,0,0,0,1
28,random_residual,32,Balanced,"{'Balanced': 10, 'Accurate': 6, 'Subset': 11, 'Fast': 5}",9.268294840578202,91.25330963269181,0.10156667059950451,4,0,1,1,1
29,proposed,32,Fast,"{'Fast': 10, 'Accurate': 4, 'Balanced': 6}",8.297488526068925,81.06371916304286,0.10235760968948694,3,0,0,0,1
29,best_all,32,Fast,{'Fast': 32},6.420946830678598,123.00390132173715,0.0522011640418099,1,0,0,0,1
29,primary_only,32,Fast,{'Fast': 10},5.5049094426988106,81.06371916304286,0.06790842437942955,1,0,0,0,1
29,random_residual,32,Fast,"{'Fast': 10, 'Subset': 10, 'Balanced': 6, 'Accurate': 4}",9.189621743050395,81.06371916304286,0.11336294260774511,4,0,1,0,1
30,proposed,32,Fast,"{'Fast': 10, 'Accurate': 3, 'Balanced': 5}",8.513633073081861,80.17585939058358,0.10618698867457056,3,0,0,0,1
30,best_all,32,Fast,{'Fast': 32},5.872680307523101,120.1627500498675,0.048872718917351184,1,0,0,0,1
30,primary_only,32,Fast,{'Fast': 10},5.91175552107364,80.17585939058358,0.0737348569258736,1,0,0,0,1
30,random_residual,32,Fast,"{'Fast': 10, 'Balanced': 5, 'Accurate': 3, 'Subset': 9}",7.824518821666356,80.17585939058358,0.09759195450027595,4,0,1,1,1
31,proposed,8,Balanced,{'Balanced': 8},6.0557970163148225,81.9405046472307,0.07390480498486272,1,0,0,0,1
31,best_all,8,Balanced,{'Balanced': 8},6.440216219092664,81.9405046472307,0.07859624793402248,1,0,0,0,1
31,primary_only,8,Balanced,{'Balanced': 8},5.38940082886154,81.9405046472307,0.06577212151748302,1,0,0,0,1
31,random_residual,8,Balanced,{'Balanced': 8},5.4061153530516,81.9405046472307,0.06597610517931204,1,0,0,0,1
32,proposed,24,Fast,"{'Fast': 10, 'Accurate': 3, 'Balanced': 6}",7.993986669217511,80.57421127456088,0.09921272008456378,3,0,0,0,1
32,best_all,24,Fast,{'Fast': 24},6.680070934484351,106.5781070589461,0.06267770294315458,1,0,0,0,1
32,primary_only,24,Fast,{'Fast': 10},5.688655277734813,80.57421127456088,0.07060143919188262,1,0,0,0,1
32,random_residual,24,Fast,"{'Fast': 10, 'Balanced': 6, 'Subset': 7, 'Accurate': 1}",8.398813672251585,80.57421127456088,0.10423699517991164,4,0,1,0,1
33,proposed,24,Balanced,"{'Balanced': 12, 'Accurate': 7, 'Fast': 5}",9.025006596733432,90.3319951346906,0.09990930216117322,3,0,0,0,1
33,best_all,24,Balanced,{'Balanced': 24},7.453267015095992,118.46399026938121,0.06291588691337878,1,0,0,0,1
33,primary_only,24,Balanced,{'Balanced': 12},6.704017505000476,90.3319951346906,0.07421531534872412,1,0,0,0,1
33,random_residual,24,Balanced,"{'Balanced': 10, 'Accurate': 6, 'Subset': 8}",7.052709128095859,85.64332927890884,0.08234977770571925,3,0,1,1,1
34,proposed,16,Fast,"{'Fast': 10, 'Accurate': 3, 'Balanced': 3}",8.216975255665822,78.68974514293316,0.10442244082428266,3,0,0,0,1
34,best_all,16,Balanced,{'Balanced': 16},7.353385588555402,104.3116067098665,0.07049441400138906,1,0,0,0,1
34,primary_only,16,Balanced,{'Balanced': 12},6.400730527379483,93.78370503239987,0.06824992172326945,1,0,0,0,1
34,random_residual,16,Balanced,"{'Balanced': 10, 'Subset': 6}",7.301176284352158,88.51975419366656,0.08248075642390955,2,0,1,0,1
35,proposed,12,Balanced,"{'Balanced': 10, 'Accurate': 2}",7.844240248772768,92.1092746216318,0.08516232790883964,2,0,0,0,1
35,best_all,12,Balanced,{'Balanced': 12},6.441913353021581,98.09112954595815,0.0656727410810718,1,0,0,0,1
35,primary_only,12,Balanced,{'Balanced': 10},6.352028869347723,92.1092746216318,0.06896188136798066,1,0,0,0,1
35,random_residual,12,Balanced,"{'Balanced': 10, 'Accurate': 2}",7.080942036594558,92.1092746216318,0.0768754510952538,2,0,0,0,1
36,proposed,12,Subset,"{'Subset': 10, 'Balanced': 2}",6.695168509044736,78.82486835427275,0.08493726217154944,2,0,1,0,1
36,best_all,12,Subset,{'Subset': 12},5.179357709720782,82.2298420251273,0.06298635120979687,1,0,1,0,1
36,primary_only,12,Subset,{'Subset': 10},5.215053618194527,78.82486835427275,0.06616000415954823,1,0,1,0,1
36,random_residual,12,Subset,"{'Subset': 11, 'Balanced': 1}",6.113956732232943,80.52735518970002,0.0759239728888421,2,0,1,0,1
37,proposed,32,Balanced,"{'Balanced': 10, 'Accurate': 5, 'Fast': 10}",9.424677120726285,86.70830831084399,0.10869404909780264,3,0,0,0,1
37,best_all,32,Balanced,{'Balanced': 32},8.116250211885891,140.6265865947008,0.05771490589669005,1,0,0,0,1
37,primary_only,32,Balanced,{'Balanced': 12},6.76302733061458,91.6099699730128,0.07382414089434684,1,0,0,0,1
37,random_residual,32,Balanced,"{'Balanced': 10, 'Fast': 10, 'Accurate': 5, 'Subset': 7}",8.774600938433423,86.70830831084399,0.10119677236669194,4,0,1,1,1
38,proposed,16,Balanced,"{'Balanced': 10, 'Accurate': 6}",8.35610605559862,94.1207609287905,0.08878068954330541,2,0,0,0,1
38,best_all,16,Balanced,{'Balanced': 16},6.805872639721064,113.27321748606481,0.06008368783696236,1,0,0,0,1
38,primary_only,16,Balanced,{'Balanced': 10},6.254634599452019,94.1207609287905,0.06645329402069033,1,0,0,0,1
38,random_residual,16,Balanced,"{'Balanced': 10, 'Subset': 6}",7.139527366156546,94.1207609287905,0.0758549686137593,2,0,1,0,1
39,proposed,24,Balanced,"{'Balanced': 10, 'Accurate': 6, 'Fast': 8}",9.019206560528392,92.96655681486266,0.09701560291718239,3,0,0,0,1
39,best_all,24,Balanced,{'Balanced': 24},7.334598817438302,136.03973635567036,0.053915120786931635,1,0,0,0,1
39,primary_only,24,Balanced,{'Balanced': 10},6.5711008788415075,92.96655681486266,0.07068241638686762,1,0,0,0,1
39,random_residual,24,Balanced,"{'Balanced': 10, 'Subset': 8, 'Accurate': 6}",9.378305073780203,92.96655681486266,0.100878266282966,3,0,1,0,1
40,proposed,12,Balanced,"{'Balanced': 10, 'Accurate': 2}",7.234429978113821,92.50706538458634,0.0782040803914555,2,0,0,0,1
40,best_all,12,Balanced,{'Balanced': 12},6.713762646149563,98.56847846150362,0.06811267406112649,1,0,0,0,1
40,primary_only,12,Balanced,{'Balanced': 10},6.569588124912406,92.50706538458634,0.0710171498533672,1,0,0,0,1
40,random_residual,12,Balanced,"{'Balanced': 10, 'Fast': 2}",7.072096083720916,92.50706538458634,0.07644925340912694,2,0,0,0,1
41,proposed,12,Fast,"{'Fast': 10, 'Accurate': 2}",6.273876607382839,83.73934754501497,0.07492148901697915,2,0,0,0,1
41,best_all,12,Fast,{'Fast': 12},5.593830802655685,88.08721705401796,0.06350332079653924,1,0,0,0,1
41,primary_only,12,Fast,{'Fast': 10},5.836088321875188,83.73934754501497,0.069693501238924,1,0,0,0,1
41,random_residual,12,Fast,"{'Fast': 10, 'Subset': 2}",5.682876538693411,83.73934754501497,0.06786387409620694,2,0,1,0,1
42,proposed,6,Fast,{'Fast': 6},4.659940040702756,73.14969725101132,0.06370416031541853,1,0,0,0,1
42,best_all,6,Fast,{'Fast': 6},4.246816327512986,73.14969725101132,0.05805651270079963,1,0,0,0,1
42,primary_only,6,Fast,{'Fast': 6},4.808862773410955,73.14969725101132,0.06574002291368979,1,0,0,0,1
42,random_residual,6,Fast,{'Fast': 6},4.567793098600031,73.14969725101132,0.06244445664519657,1,0,0,0,1
43,proposed,32,Balanced,"{'Balanced': 10, 'Accurate': 7, 'Fast': 10}",9.969106038024915,93.37776346338873,0.10676102819632825,3,0,0,0,1
43,best_all,32,Balanced,{'Balanced': 32},7.62645173376042,161.96884308284393,0.04708591843098884,1,0,0,0,1
43,primary_only,32,Balanced,{'Balanced': 10},6.53079771034099,93.37776346338873,0.06993953879503192,1,0,0,0,1
43,random_residual,32,Balanced,"{'Balanced': 10, 'Subset': 8, 'Fast': 10, 'Accurate': 4}",9.756659265425586,93.37776346338873,0.10448589582305585,4,0,1,0,1
44,proposed,24,Fast,"{'Fast': 10, 'Accurate': 4, 'Balanced': 6}",9.09209905369805,80.76607963920334,0.11257323735798615,3,0,0,0,1
44,best_all,24,Fast,{'Fast': 24},5.9786338782117,107.03859113408802,0.05585493806362064,1,0,0,0,1
44,primary_only,24,Fast,{'Fast': 10},5.74043050446424,80.76607963920334,0.07107476963234788,1,0,0,0,1
44,random_residual,24,Fast,"{'Fast': 10, 'Accurate': 4, 'Subset': 8, 'Balanced': 2}",7.723175233559758,80.76607963920334,0.09562399547013518,4,0,1,1,1
45,proposed,24,Balanced,"{'Balanced': 10, 'Accurate': 6, 'Fast': 8}",9.470930063610414,90.89599407417248,0.1041952416063792,3,0,0,0,1
45,best_all,24,Balanced,{'Balanced': 24},7.980993200783142,131.07038577801393,0.06089089578404135,1,0,0,0,1
45,primary_only,24,Balanced,{'Balanced': 12},6.92648555893002,96.63519288900697,0.07167663613902678,1,0,0,0,1
45,random_residual,24,Balanced,"{'Balanced': 10, 'Accurate': 6, 'Fast': 8}",8.88235163841593,90.89599407417248,0.09771994606459554,3,0,0,0,1
46,proposed,24,Fast,"{'Fast': 10, 'Accurate': 4, 'Balanced': 6}",8.214738859911737,79.6241100356153,0.10316898808962942,3,0,0,0,1
46,best_all,24,Fast,{'Fast': 24},6.672780787970434,104.2978640854767,0.06397811543390568,1,0,0,0,1
46,primary_only,24,Fast,{'Fast': 10},6.4134177010614595,79.6241100356153,0.08054617751071608,1,0,0,0,1
46,random_residual,24,Fast,"{'Fast': 10, 'Balanced': 6, 'Accurate': 4, 'Subset': 4}",7.757852346879259,79.6241100356153,0.09743094577018477,4,0,1,1,1
47,proposed,6,Balanced,{'Balanced': 6},5.737878158887986,79.61149587910792,0.0720734875727131,1,0,0,0,1
47,best_all,6,Fast,{'Fast': 6},4.633353929084132,75.81942317697025,0.06111038220733245,1,0,0,0,1
47,primary_only,6,Balanced,{'Balanced': 6},4.973179731561646,79.61149587910792,0.062468110624545305,1,0,0,0,1
47,random_residual,6,Balanced,{'Balanced': 6},4.641905334208886,79.61149587910792,0.058306972918304875,1,0,0,0,1
48,proposed,16,Fast,"{'Fast': 10, 'Accurate': 4, 'Balanced': 2}",7.9174302192659365,81.92054234664188,0.09664767825588609,3,0,0,0,1
48,best_all,16,Fast,{'Fast': 16},6.188474602919783,93.87286775462701,0.06592399647463366,1,0,0,0,1
48,primary_only,16,Fast,{'Fast': 10},5.3674226420349935,81.92054234664188,0.06551986215280492,1,0,0,0,1
48,random_residual,16,Fast,"{'Fast': 10, 'Balanced': 5, 'Accurate': 1}",7.3555345332141275,81.92054234664188,0.08978864546684301,3,0,0,0,1
49,proposed,8,Balanced,{'Balanced': 8},6.192350587527156,88.07755624284732,0.07030565846370232,1,0,0,0,1
49,best_all,8,Balanced,{'Balanced': 8},5.742519907685534,88.07755624284732,0.06519844728493904,1,0,0,0,1
49,primary_only,8,Balanced,{'Balanced': 8},5.95796284500616,88.07755624284732,0.06764450671836163,1,0,0,0,1
49,random_residual,8,Balanced,{'Balanced': 8},5.9447494911534005,88.07755624284732,0.06749448718539085,1,0,0,0,1
50,proposed,16,Fast,"{'Fast': 10, 'Accurate': 3, 'Balanced': 3}",7.53535043943184,80.71310266215228,0.09335969242779824,3,0,0,0,1
50,best_all,16,Balanced,{'Balanced': 16},6.804637542519472,106.97697905388767,0.06360842867970465,1,0,0,0,1
50,primary_only,16,Balanced,{'Balanced': 12},7.01313032346725,95.78273429041576,0.07321914931143284,1,0,0,0,1
50,random_residual,16,Balanced,"{'Balanced': 10, 'Subset': 6}",7.737488906354934,90.1856119086798,0.08579515892390645,2,0,1,0,1
51,proposed,12,Balanced,"{'Balanced': 10, 'Accurate': 2}",6.950517594333517,87.31220451230487,0.07960533848797717,2,0,0,0,1
51,best_all,12,Balanced,{'Balanced': 12},7.137119422707221,92.33464541476584,0.07729622386751352,1,0,0,0,1
51,primary_only,12,Balanced,{'Balanced': 12},6.53516713589781,92.33464541476584,0.0707769776614394,1,0,0,0,1
51,random_residual,12,Balanced,"{'Balanced': 10, 'Subset': 2}",7.115045896976494,87.31220451230487,0.08148970624116784,2,0,1,0,1
52,proposed,8,Fast,{'Fast': 8},5.779651208095853,76.24738862283375,0.07580130037876504,1,0,0,0,1
52,best_all,8,Fast,{'Fast': 8},5.04564815489809,76.24738862283375,0.06617470114100502,1,0,0,0,1
52,primary_only,8,Fast,{'Fast': 8},5.212333568288093,76.24738862283375,0.06836081421845783,1,0,0,0,1
52,random_residual,8,Fast,{'Fast': 8},5.775583021155571,76.24738862283375,0.07574794528013463,1,0,0,0,1
53,proposed,8,Fast,{'Fast': 8},5.287383442208236,77.57344627720116,0.06815970794070804,1,0,0,0,1
53,best_all,8,Subset,{'Subset': 8},4.820764112365957,75.02042802589551,0.06425935227538196,1,0,1,0,1
53,primary_only,8,Fast,{'Fast': 8},5.183623130526504,77.57344627720116,0.06682213282111164,1,0,0,0,1
53,random_residual,8,Fast,{'Fast': 8},5.312072176938751,77.57344627720116,0.06847797064418898,1,0,0,0,1
54,proposed,24,Fast,"{'Fast': 10, 'Accurate': 5, 'Balanced': 6}",8.144995514779875,82.2635438006409,0.09901099732001113,3,0,0,0,1
54,best_all,24,Accurate,{'Accurate': 24},8.487151734971714,152.69723435400317,0.05558156813302632,1,0,0,0,1
54,primary_only,24,Balanced,{'Balanced': 10},5.75996147825634,92.70633484618466,0.062131260909117816,1,0,0,0,1
54,random_residual,24,Balanced,"{'Balanced': 10, 'Subset': 8, 'Accurate': 6}",8.588307713998798,92.70633484618466,0.09263992291625205,3,0,1,0,1
55,proposed,24,Subset,"{'Subset': 10, 'Balanced': 4, 'Accurate': 3, 'Fast': 5}",8.541936191387439,77.52666908517917,0.11018061645344708,4,0,1,0,1
55,best_all,24,Subset,{'Subset': 24},5.439252121894879,99.54400580442999,0.05464168412692929,1,0,1,0,1
55,primary_only,24,Subset,{'Subset': 10},5.034820609945163,77.52666908517917,0.06494307919270162,1,0,1,0,1
55,random_residual,24,Subset,"{'Subset': 11, 'Balanced': 4, 'Accurate': 4, 'Fast': 5}",9.310940900096767,79.09933599369708,0.11771199825038603,4,0,1,0,1
56,proposed,32,Fast,"{'Fast': 10, 'Accurate': 5, 'Balanced': 6}",8.554436618699091,82.99015034623544,0.10307773371912121,3,0,0,0,1
56,best_all,32,Fast,{'Fast': 32},5.533009735732477,129.16848110795343,0.042835602681649765,1,0,0,0,1
56,primary_only,32,Fast,{'Fast': 10},6.074431821544207,82.99015034623544,0.07319461160392694,1,0,0,0,1
