case,context_len,draft_len,cuda_ms_mean,cuda_ms_std,cuda_ms_min,cuda_ms_max,wall_ms_mean,wall_ms_std,wall_ms_min,wall_ms_max,accepted_count_mean,rejected_index_mean
classic_spec_sampling,16,1,15.715622329711914,0.13494577175583347,15.58028793334961,16.00227165222168,15.757650509476662,0.13709663191853577,15.6182162463665,16.048047691583633,0.0,0.0
classic_spec_sampling,16,2,16.241110420227052,0.06072484766326383,16.14739227294922,16.339296340942383,16.2817545235157,0.061371467467476584,16.18688926100731,16.378741711378098,0.0,0.0
classic_spec_sampling,16,3,16.37361259460449,0.11739765768087836,16.196895599365234,16.56902313232422,16.414814814925194,0.1194120500413489,16.234878450632095,16.611486673355103,0.0,0.0
classic_spec_sampling,16,4,16.076860904693604,0.15378157311553525,15.850144386291504,16.328384399414062,16.119205579161644,0.15673599078585854,15.888329595327377,16.370151191949844,0.0,0.0
classic_spec_sampling,16,5,17.955103969573976,5.038583313874625,15.948896408081055,32.253726959228516,17.997323349118233,5.043303650130201,15.987653285264969,32.309167087078094,0.0,0.0
classic_spec_sampling,16,6,16.967325019836426,1.1124753142003865,16.22537612915039,19.105215072631836,17.010699957609177,1.1142067997630674,16.265563666820526,19.151560962200165,0.0,0.0
classic_spec_sampling,16,7,18.334617614746094,6.1748651594171715,16.182592391967773,35.894527435302734,18.37572306394577,6.175838725626794,16.2249393761158,35.93827411532402,0.0,0.0
classic_spec_sampling,16,8,16.55378875732422,0.41159415109133773,16.081279754638672,17.29350471496582,16.596265137195587,0.41555033003487735,16.120057553052902,17.343178391456604,0.0,0.0
classic_spec_sampling,16,9,18.225490951538085,2.948729596428338,16.470111846923828,24.918272018432617,18.2677511125803,2.949369236266201,16.509152948856354,24.963460862636566,0.0,0.0
classic_spec_sampling,16,10,16.56208953857422,0.3283157572436516,16.16217613220215,17.352575302124023,16.601629927754402,0.32973529118807005,16.20057225227356,17.394058406352997,0.0,0.0
classic_spec_sampling,16,11,18.222540855407715,5.333973561382145,16.369632720947266,33.40012741088867,18.263550475239754,5.334910074515861,16.415610909461975,33.44380483031273,0.0,0.0
classic_spec_sampling,16,12,16.846188926696776,0.6090282240521274,16.4421443939209,18.497983932495117,16.888127103447914,0.6124641718804965,16.480818390846252,18.548231571912766,0.0,0.0
classic_spec_sampling,16,13,16.897689437866212,0.3404244048262917,16.65328025817871,17.819616317749023,16.93963371217251,0.3417999276824615,16.693204641342163,17.863880842924118,0.0,0.0
classic_spec_sampling,16,14,17.16297264099121,0.5186039243917704,16.657119750976562,18.10393524169922,17.20479130744934,0.5200792689695465,16.695119440555573,18.146008253097534,0.0,0.0
classic_spec_sampling,16,15,16.942905616760253,0.23680685512390587,16.613632202148438,17.41663932800293,16.984443366527557,0.23823399847145083,16.651030629873276,17.457440495491028,0.0,0.0
classic_spec_sampling,16,16,18.746272087097168,6.276256129566361,16.412160873413086,36.55779266357422,18.78848820924759,6.275718346319158,16.45081117749214,36.59810498356819,0.0,0.0
classic_spec_sampling,16,17,17.454239654541016,0.2728158556974333,17.22915267944336,18.186880111694336,17.495625093579292,0.27573522890569424,17.266105860471725,18.235310912132263,0.0,0.0
classic_spec_sampling,16,18,17.887837219238282,0.3225645700641619,17.46329689025879,18.400096893310547,17.93317012488842,0.32342196860589006,17.5054669380188,18.446359783411026,0.0,0.0
classic_spec_sampling,16,19,17.954809761047365,0.321602851492775,17.46784019470215,18.40438461303711,18.000252917408943,0.32372851172535344,17.508137971162796,18.45528930425644,0.0,0.0
classic_spec_sampling,16,20,18.293008232116698,1.001623528254959,17.547040939331055,20.84992027282715,18.33874136209488,1.0037676332946963,17.5885409116745,20.899150520563126,0.0,0.0
classic_spec_sampling,16,21,19.13929901123047,1.6308935661577164,17.601152420043945,23.456159591674805,19.18661892414093,1.6318665727972486,17.644811421632767,23.50470796227455,0.0,0.0
classic_spec_sampling,16,22,19.093139266967775,0.6297662764391093,18.324127197265625,20.166912078857422,19.14205402135849,0.6318577097200812,18.36993545293808,20.21767571568489,0.0,0.0
classic_spec_sampling,16,23,19.42573127746582,0.685483343281388,18.69545555114746,20.82569694519043,19.47694383561611,0.6864609256884179,18.743224442005157,20.876891911029816,0.0,0.0
classic_spec_sampling,16,24,19.272335815429688,0.4953672271195612,18.33465576171875,19.92416000366211,19.324008002877235,0.4974920655393599,18.38470622897148,19.983965903520584,0.0,0.0
classic_spec_sampling,16,25,18.9666015625,0.9683743272066445,17.93561553955078,19.939008712768555,19.016215205192566,0.9721734502697004,17.98083633184433,19.990798085927963,0.0,0.0
classic_spec_sampling,16,26,19.81237449645996,0.4296341702020581,18.95769691467285,20.408000946044922,19.865093380212784,0.43226058779139065,19.00554820895195,20.464234054088593,0.0,0.0
classic_spec_sampling,16,27,20.498979377746583,0.17649284947770083,20.283679962158203,20.870271682739258,20.555024966597557,0.17756991087169222,20.33688873052597,20.928308367729187,0.0,0.0
