sample_id,context_len,source_type,source_name,natural_prefix_start,original_num_tokens,draft_entropy_nats,draft_entropy_norm,target_entropy_nats,sampled_token_id,q_sample,p_sample,alpha_sampled,accepted,exact_accept_prob,q_max,p_at_q_argmax
0,128,code,edoburu/sphinxcontrib-django:sphinxcontrib_django/docstrings.py:_improve_method_docs#selected_2,True,360,6.1241646,0.5903668,0.006295525,934,0.0006720073,4.910539e-11,7.30727e-08,0,9.809073e-05,0.05255651,8.537404e-12
1,128,math,prealgebra_train_574#selected_13,True,463,2.6247287,0.2530227,0.01076514,29892,0.2683854,0.99873585,1.0,1,0.2696496,0.32627368,5.555484e-05
2,128,json_config,json_row_40#selected_16,True,969,4.1844544,0.40337956,0.048487138,29900,0.21040761,7.376074e-08,3.5056115e-07,0,0.0096937055,0.21040761,7.376074e-08
3,128,code,qubell/contrib-python-qubell-client:qubell/cli/__main__.py:import_app#selected_4,True,673,6.22361,0.59995323,3.4751737,2280,0.01465991,0.00022852812,0.015588644,0,0.2177436,0.1671197,0.11429099
4,128,json_config,json_row_684#selected_18,True,538,4.960966,0.47823495,0.00013521985,376,0.3256984,6.263466e-08,1.9230878e-07,0,0.018456222,0.3256984,6.263466e-08
5,128,chat,path_d16b747e-90e0-44fe-b5ba-79c3af79fce7#selected_4,True,163,3.1879935,0.30732116,1.0642836,5837,0.4577909,0.7370174,1.0,1,0.532895,0.4577909,0.7370174
6,128,chat,path_2d77dab0-e9ca-4867-9fe5-7169d1110877#selected_13,True,387,4.7785425,0.4606494,2.5929275,937,0.0004666794,6.601969e-06,0.01414669,0,0.39269406,0.2573372,0.09724843
7,128,chat,path_ef07b201-13ba-4743-beb8-b72dfe3fd283#selected_3,True,393,5.909632,0.56968594,0.0018944243,2296,0.0010517061,6.702444e-11,6.3729246e-08,0,0.00020967291,0.109392785,5.6780386e-10
8,128,json_config,json_row_617#selected_7,True,961,1.551818,0.14959458,0.0016178212,29871,0.7640111,0.9998722,1.0,1,0.7640724,0.7640111,0.9998722
9,128,natural_language,article_359#selected_18,True,472,0.18012965,0.017364418,0.06273491,304,0.9831026,0.99023694,1.0,1,0.98368967,0.9831026,0.99023694
10,128,math,intermediate_algebra_test_120#selected_1,True,461,0.71178085,0.06861536,0.07299068,29888,0.9075569,0.9879439,1.0,1,0.9112352,0.9075569,0.9879439
11,128,math,algebra_test_325#selected_8,True,226,4.2068043,0.4055341,1.7709743,29895,0.0047530704,4.4133576e-06,0.00092852773,0,0.27438754,0.1605045,0.41087404
12,128,json_config,json_row_30#selected_11,True,726,6.7496357,0.6506619,3.1714134,7652,8.837701e-05,1.1588945e-05,0.13113077,0,0.08320756,0.064813435,8.4939614e-07
13,128,chat,path_e330a6b6-1311-40dd-8bd2-08315b15651d#selected_0,True,161,5.681629,0.54770654,0.026058622,29871,0.106751055,2.75298e-07,2.5788784e-06,0,0.051580958,0.106751055,2.75298e-07
14,128,math,intermediate_algebra_test_121#selected_14,True,238,5.98499,0.57695043,0.69991183,7244,0.0021287124,5.3802505e-09,2.5274671e-06,0,0.06748819,0.09560305,0.0005878913
15,128,code,alefnula/tea:tea/shell/__init__.py:goto#selected_12,True,247,3.5903256,0.3461058,0.0005745234,29918,0.031243393,7.614142e-08,2.4370406e-06,0,0.32307875,0.32303008,0.9999515
16,128,chat,path_85794440-7122-41cd-a0ab-023522588248#selected_9,True,388,2.2909446,0.22084606,0.6942468,313,0.002957667,1.09972845e-07,3.7182293e-05,0,0.33057198,0.3499668,0.00017140697
17,128,math,prealgebra_train_811#selected_7,True,134,1.2925785,0.124603994,0.8465565,29947,0.028874032,0.002420553,0.08383148,0,0.12249263,0.69410974,0.0027003223
18,128,chat,path_f13e9090-04bb-4229-8335-2430e4aa8d7e#selected_11,True,984,0.009366998,0.0009029745,0.00033747868,18150,0.9988194,0.9999722,1.0,1,0.9988448,0.9988194,0.9999722
19,128,natural_language,article_712#selected_10,True,191,0.79618645,0.07675202,0.54643166,590,0.89535064,0.026803428,0.029936237,0,0.03403504,0.89535064,0.026803428
20,128,code,beregond/jsonmodels:jsonmodels/utilities.py:is_ecma_regex#selected_14,True,152,0.9013767,0.08689232,1.1740285e-05,29918,0.90028363,0.9999994,1.0,1,0.90028423,0.90028363,0.9999994
21,128,code,josiah-wolf-oberholtzer/uqbar:uqbar/sphinx/inheritance.py:latex_visit_inheritance_diagram#selected_0,True,164,0.6092105,0.058727622,0.0065842457,29918,0.92609054,0.99924755,1.0,1,0.92683953,0.92609054,0.99924755
22,128,math,gsm8k_train_2724#selected_19,True,367,1.9736123,0.19025536,0.00067530735,29896,0.37137076,1.5936088e-05,4.291153e-05,0,0.12839025,0.37137076,1.5936088e-05
23,128,chat,path_48ceaf2e-27c2-4094-b512-27b475f8912e#selected_1,True,387,5.4820385,0.5284661,0.010630271,580,0.011469508,1.6838012e-08,1.4680676e-06,0,0.00844941,0.13702464,2.0993078e-09
24,128,natural_language,article_648#selected_11,True,1151,3.5431862,0.3415616,1.4068506,29892,0.13380212,0.0055622114,0.04157043,0,0.1427216,0.27028772,0.0069765756
25,128,math,gsm8k_train_6965#selected_2,True,215,3.5081973,0.33818868,0.0103423,10296,3.134053e-05,1.3917488e-10,4.4407316e-06,0,0.3824972,0.381604,0.9990466
26,128,json_config,json_row_924#selected_2,True,531,4.2611256,0.41077062,0.06325131,29901,0.17400117,3.0529463e-08,1.754555e-07,0,0.012788886,0.17400117,3.0529463e-08
27,128,code,qubell/contrib-python-qubell-client:qubell/api/provider/__init__.py:play_auth#selected_16,True,227,3.5935583,0.34641746,0.0022863185,29889,0.38639262,0.99976236,1.0,1,0.3866302,0.38639262,0.99976236
28,128,json_config,json_row_519#selected_12,True,556,1.9273913,0.18579967,0.0053979075,376,0.75077385,0.9994609,1.0,1,0.7511505,0.75077385,0.9994609
29,128,code,rshk/python-libxdo:xdo/__init__.py:Xdo.wait_for_window_map_state#selected_18,True,155,3.001804,0.2893726,2.623533,29871,0.0009499034,7.1121013e-07,0.0007487184,0,0.019516043,0.3571988,1.4404106e-05
30,128,code,rshk/python-libxdo:xdo/__init__.py:Xdo.move_mouse#selected_19,True,314,1.8589816,0.17920502,3.215465,539,0.6757244,0.00062834733,0.000929887,0,0.036985286,0.6757244,0.00062834733
31,128,code,RI-imaging/qpimage:qpimage/core.py:QPImage.copy#selected_9,True,128,6.42031,0.6189151,0.042330902,31445,1.0944334e-06,7.0130056e-12,6.407887e-06,0,0.016121915,0.08267385,3.8322442e-10
32,128,chat,path_a358a937-b471-4972-95b0-b6d7edd5d900#selected_18,True,514,1.8182764,0.17528105,0.9238814,310,0.6894114,0.5882685,0.853291,1,0.6327509,0.6894114,0.5882685
33,128,chat,path_e9c4b369-1106-42a4-b765-85092b23dba1#selected_16,True,462,2.0842743,0.20092313,0.4733225,304,0.47037166,0.8722777,1.0,1,0.5979379,0.47037166,0.8722777
34,128,chat,path_5d1161dd-787b-4000-a03d-6cee18089152#selected_19,True,764,0.009366998,0.0009029745,0.00033747868,18150,0.9988194,0.9999722,1.0,1,0.9988448,0.9988194,0.9999722
35,128,natural_language,article_263#selected_3,True,1063,4.520442,0.43576863,0.8518826,29892,0.003871596,1.7103805e-05,0.004417766,0,0.27077773,0.2529911,0.3457127
36,128,natural_language,article_120#selected_19,True,1091,1.8326855,0.17667007,2.0676465,4318,1.31427705e-05,3.443161e-06,0.26198137,1,0.13560843,0.6850177,0.0034785075
37,128,math,counting_and_probability_test_241#selected_4,True,186,2.489767,0.24001245,1.4758661,367,0.31734478,0.0026356678,0.008305376,0,0.09523567,0.41389564,0.066920914
38,128,chat,path_a0016b70-34bf-47f9-89bd-5d908078ef84#selected_8,True,796,1.3550558,0.13062678,0.44742668,29891,0.3375811,0.14137919,0.41880068,0,0.52990174,0.3825295,0.85262567
39,128,natural_language,article_893#selected_0,True,426,0.06473798,0.006240713,0.013395403,403,0.991459,0.99895954,1.0,1,0.9916345,0.991459,0.99895954
40,128,natural_language,article_1201#selected_9,True,1587,2.0688648,0.19943766,0.45010936,12932,0.5990766,0.86597776,1.0,1,0.71219206,0.5990766,0.86597776
41,128,chat,path_10ae056a-d6a3-4ba5-80da-f2c91aa24e35#selected_12,True,353,3.5195646,0.33928448,1.8995532,1407,0.00015236606,1.7700853e-05,0.1161732,0,0.5798132,0.43255198,0.5297992
42,128,chat,path_ef43311e-c903-4e5b-8919-7eea9c3365d5#selected_15,True,1078,7.33875,0.70745224,5.520995,3815,0.00093388365,8.892619e-06,0.009522191,0,0.29692525,0.017518146,0.0007425025
43,128,math,gsm8k_train_6578#selected_18,True,153,0.54415995,0.05245678,3.554098e-05,29953,0.90170467,0.99999785,1.0,1,0.90170693,0.90170467,0.99999785
44,128,natural_language,article_143#selected_8,True,694,2.0517702,0.19778974,0.030034121,29946,0.10486635,0.9962451,1.0,1,0.10859112,0.23631996,0.00020112691
45,128,natural_language,article_729#selected_4,True,349,6.730281,0.64879614,0.17033707,263,0.0020477397,3.6524618e-06,0.0017836554,0,0.09351367,0.08195659,0.98009175
46,128,math,algebra_train_218#selected_12,True,329,2.1092381,0.20332964,0.0015785622,502,0.4395067,0.99987173,1.0,1,0.4396262,0.4395067,0.99987173
47,128,code,pyout/pyout:pyout/common.py:StyleFields._set_widths#selected_17,True,835,6.9486547,0.66984725,1.6128142,5586,0.0051492187,2.0125962e-07,3.908547e-05,0,0.041099206,0.045715563,0.00019175441
48,128,json_config,json_row_1015#selected_17,True,854,1.6677964,0.16077484,2.0294427e-05,29896,0.054008808,5.6263985e-07,1.0417557e-05,0,0.5627858,0.5627847,0.9999989
49,128,natural_language,article_770#selected_7,True,493,6.1237364,0.5903255,3.6881409,338,0.052828927,0.00027312286,0.005169949,0,0.24121462,0.052828927,0.00027312286
50,128,code,hbldh/pyefd:pyefd.py:calculate_dc_coefficients#selected_13,True,393,5.9309063,0.57173675,0.0003607376,29974,0.0048962967,1.2599265e-09,2.5732234e-07,0,0.018359495,0.11497665,8.311357e-10
51,128,code,pyout/pyout:pyout/summary.py:Summary.summarize#selected_15,True,509,7.3798294,0.7114123,0.0024719983,5415,0.0004028012,9.216132e-10,2.28801e-06,0,0.0068253055,0.015233551,6.33604e-08
52,128,json_config,json_row_48#selected_13,True,762,1.443726,0.13917455,0.0020709387,29871,0.77901167,0.9998354,1.0,1,0.7790867,0.77901167,0.9998354
53,128,chat,path_75e5af7d-3974-4ae7-8244-c2732f579ab7#selected_5,True,386,3.7340152,0.35995743,0.17561272,508,0.07273287,0.00026534646,0.003648233,0,0.07166223,0.1992591,0.010113854
54,128,chat,path_7210d47f-b8c8-4045-8ba3-647c09a472d3#selected_10,True,130,4.3764696,0.42188975,1.4324238,263,0.11242913,0.0018380326,0.016348368,0,0.057535224,0.23801245,0.043161362
55,128,json_config,json_row_81#selected_4,True,906,0.86725146,0.08360266,0.0021992554,29918,0.90657675,0.00016603153,0.00018314118,0,0.0015128701,0.90657675,0.00016603153
