sample_id,context_len,source_type,source_name,natural_prefix_start,original_num_tokens,draft_entropy_nats,draft_entropy_norm,target_entropy_nats,sampled_token_id,q_sample,p_sample,alpha_sampled,accepted,exact_accept_prob,q_max,p_at_q_argmax
39,64,math,math_template_83,True,171,1.2875328,0.1241176,0.3452081,5281,0.05523687,0.0302253,0.5471943,1,0.058020864,0.7163226,0.0039338428
40,64,code,code_template_204,True,178,6.8810987,0.6633349,0.06629263,16717,0.00022356075,8.0685786e-10,3.6091212e-06,0,0.015490765,0.038338676,2.3442082e-08
41,64,natural_language,natural_template_58,True,153,5.6818843,0.54773116,3.348721,310,0.15662226,0.0006332054,0.0040428825,0,0.21812753,0.15662226,0.0006332054
42,64,json_config,json_config_template_169,True,152,3.9380355,0.3796249,0.98017764,29894,0.0013628488,2.179439e-09,1.599179e-06,0,0.15760255,0.17436306,0.00026103947
43,64,math,math_template_48,True,139,6.311632,0.60843855,0.7636347,16291,0.00074064214,9.0976283e-07,0.0012283433,0,0.07931459,0.059530042,0.0012392051
44,64,code,code_template_211,True,217,2.6538005,0.2558252,0.0008771469,4197,0.00011245132,1.1075045e-09,9.848746e-06,0,0.118191004,0.4389109,1.5684128e-07
45,64,natural_language,natural_template_53,True,149,3.1422915,0.3029155,1.0454992,975,0.014371238,0.0046606576,0.32430455,1,0.13392608,0.23013504,0.0011601294
46,64,chat,chat_template_100,True,162,1.088731,0.10495319,0.08243346,31325,0.19664325,0.0015983202,0.00812802,0,0.7138094,0.7081396,0.99092686
47,64,chat,chat_template_164,True,158,1.8198436,0.17543213,0.0006198033,30998,0.0028746524,2.4764308e-09,8.614714e-07,0,0.03217324,0.7257327,1.5206443e-05
48,64,code,code_template_99,True,178,6.8810987,0.6633349,0.06629263,376,0.014049026,2.441859e-11,1.7380984e-09,0,0.015490765,0.038338676,2.3442082e-08
49,64,code,code_template_117,True,195,5.23755,0.5048975,0.0040857703,30081,0.0010434197,4.9843712e-11,4.776957e-08,0,0.032404296,0.07517715,4.129388e-09
50,64,math,math_template_145,True,159,4.5905166,0.44252378,0.67128885,2099,0.00048118457,1.081482e-07,0.00022475408,0,0.037882634,0.11959615,1.8691915e-05
51,64,natural_language,natural_template_1,True,152,4.331464,0.41755122,1.4012855,1550,0.0029018363,0.013361648,1.0,1,0.21248376,0.15658908,0.09569235
52,64,code,code_template_133,True,189,4.0200553,0.38753158,1.0470239,363,0.002118501,1.2702829e-07,5.9961396e-05,0,0.0037698345,0.3807394,7.297888e-05
53,64,natural_language,natural_template_0,True,237,4.5573263,0.43932426,2.2144895,30210,0.02857722,0.011896818,0.41630426,1,0.23563597,0.11844928,0.058558192
54,64,chat,chat_template_4,True,154,5.5769405,0.53761464,1.6336141,31580,0.00032626584,6.2446466e-06,0.01913975,0,0.071726575,0.05727854,0.0020242906
55,64,json_config,json_config_template_66,True,193,1.3369107,0.12887761,0.010697909,29955,0.7074345,0.9990907,1.0,1,0.7083271,0.7074345,0.9990907
56,64,natural_language,natural_template_86,True,152,4.423297,0.42640388,1.0339785,363,0.06385352,0.0022442918,0.035147507,0,0.20174557,0.16305567,0.11332559
57,64,natural_language,natural_template_106,True,152,4.3749104,0.42173943,1.1254504,1122,0.001717024,8.155243e-05,0.047496386,0,0.2210128,0.13586833,0.006580534
58,64,code,code_template_22,True,193,6.2844496,0.60581815,0.00045150786,29930,0.002305285,1.3176041e-10,5.71558e-08,0,0.00027309894,0.07784624,8.262709e-10
59,64,code,code_template_201,True,217,2.6538005,0.2558252,0.0008771469,1125,0.4389109,1.5684128e-07,3.5734195e-07,0,0.118191004,0.4389109,1.5684128e-07
60,64,math,math_template_202,True,156,2.653297,0.25577667,0.755498,30666,0.0031371287,2.9534356e-06,0.00094144547,0,0.5943487,0.5794376,0.73295826
61,64,natural_language,natural_template_154,True,154,4.55819,0.4394075,3.8221035,967,0.0016882543,0.0007712635,0.45684084,0,0.2904745,0.27842918,0.09378979
62,64,natural_language,natural_template_62,True,149,3.1006842,0.2989046,1.189421,1135,0.23311894,0.0013475374,0.0057804715,0,0.15448368,0.23311894,0.0013475374
63,64,json_config,json_config_template_47,True,147,1.2348831,0.11904219,0.0020023733,718,0.00042182783,2.245693e-09,5.323719e-06,0,0.856023,0.8558339,0.9998109
64,64,code,code_template_161,True,217,2.6538005,0.2558252,0.0008771469,1125,0.4389109,1.5684128e-07,3.5734195e-07,0,0.118191004,0.4389109,1.5684128e-07
65,64,code,code_template_90,True,132,6.541038,0.6305532,2.5978684,1565,0.0011166636,4.661653e-07,0.0004174626,0,0.09812816,0.054120045,0.17324613
66,64,math,math_template_32,True,141,3.793667,0.36570784,0.032348506,29906,0.013269761,9.758902e-07,7.354241e-05,0,0.07586825,0.2870644,0.00020266054
67,64,natural_language,natural_template_102,True,153,5.783098,0.55748814,3.0787213,5001,0.0010740978,2.4094847e-05,0.022432636,0,0.20015128,0.13795808,0.0034122358
68,64,math,math_template_44,True,141,3.7154546,0.35816818,0.03302146,16845,2.4420602e-05,4.773725e-09,0.00019547941,0,0.062884524,0.37957,0.00027273392
69,64,natural_language,natural_template_52,True,150,3.8606634,0.37216625,2.5114155,763,0.2064821,0.008500011,0.041165847,0,0.35008943,0.2064821,0.008500011
70,64,json_config,json_config_template_13,True,151,4.1790705,0.40286055,0.9557068,10653,0.00010481153,1.3635582e-10,1.300962e-06,0,0.21741004,0.13543217,0.00022644704
71,64,chat,chat_template_78,True,167,1.8256184,0.17598881,0.2154347,304,0.5241552,0.9516172,1.0,1,0.57208776,0.5241552,0.9516172
72,64,math,math_template_123,True,172,6.5759377,0.6339175,0.6946696,4868,0.002849822,1.1996004e-08,4.2093875e-06,0,0.004939758,0.031611044,2.1218769e-08
73,64,json_config,json_config_template_95,True,145,3.3004475,0.3181617,0.68349403,29906,0.033562858,0.0010888226,0.032441296,0,0.42558804,0.33112055,0.88733447
