context_len,source_type,n,entropy_greedy_accept_top1_pearson,entropy_greedy_accept_top1_spearman,entropy_greedy_accept_top2_pearson,entropy_greedy_accept_top2_spearman,entropy_seq_accept_top1_expected_pearson,entropy_seq_accept_top1_expected_spearman,entropy_seq_accept_top2_expected_pearson,entropy_seq_accept_top2_expected_spearman,entropy_greedy_top2_gain_pearson,entropy_greedy_top2_gain_spearman,entropy_seq_top2_gain_pearson,entropy_seq_top2_gain_spearman,entropy_target_mass_on_draft_top2_pearson,entropy_target_mass_on_draft_top2_spearman,entropy_draft_top2_mass_pearson,entropy_draft_top2_mass_spearman
64,ALL,25,-0.42293912878498924,-0.30508510792387605,-0.5218291692443585,-0.4156194667729048,-0.46621926140507375,-0.405408427199491,-0.5038995041688015,-0.46932345714059737,-0.2739794257802335,-0.28306925853614895,-0.15150190005466052,-0.05019342431993697,-0.638169461083352,-0.5499999999999999,-0.88582466602705,-0.8276923076923076
64,chat,5,-0.645198599941338,-0.5773502691896257,-0.645198599941338,-0.5773502691896257,-0.6492028378120029,-0.8207826816681234,-0.6489894792679968,-0.8207826816681234,,,0.5819556550993805,0.7181848464596079,-0.6472150359296454,-0.8999999999999998,-0.9764390611755351,-0.9999999999999999
64,code,5,,,-0.5777453615062493,-0.7071067811865475,0.32995892471183275,0.3,-0.600747402917534,-0.7,-0.5777453615062493,-0.7071067811865475,-0.6065715252375177,-0.8999999999999998,-0.5872206276655573,-0.7,-0.9893222937909045,-0.8999999999999998
64,json_config,5,,,,,0.06693801079618339,-0.09999999999999999,0.02227439230653645,0.0,,,-0.035422408483766134,-0.3,0.038677349745957414,0.0,-0.8405866373304887,-0.8999999999999998
64,math,5,-0.5752145303421565,-0.5773502691896257,-0.5752145303421565,-0.5773502691896257,-0.6557221940673289,-0.7181848464596079,-0.5369155937959326,-0.4103913408340617,,,0.4547811326280945,0.6155870112510925,-0.9001579889473977,-0.7999999999999999,-0.9973726100758324,-0.9999999999999999
64,natural_language,5,-0.933307920737388,-0.7071067811865475,-0.933307920737388,-0.7071067811865475,-0.9283857493536619,-0.7,-0.9224876414498423,-0.7,,,0.1799650907175252,0.3,-0.9393773456700096,-0.7,-0.9711270377549999,-0.8999999999999998
