context_len,source_type,entropy_bin,n,entropy_mean,entropy_min,entropy_max,greedy_accept_top1_rate,greedy_accept_top2_rate,greedy_top2_gain_mean,seq_accept_top1_mean,seq_accept_top2_mean,seq_top2_gain_mean,seq_minus_greedy_top2,target_mass_on_draft_top2_mean,draft_top2_mass_mean,target_entropy_mean,seq_relative_gain_over_greedy_top2
64,chat,0,1,0.005980755668133497,0.005980755668133497,0.005980755668133497,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9999645352363586,0.9996766448020935,0.0007286735926754773,0.0
64,chat,1,1,3.5755176544189453,3.5755176544189453,3.5755176544189453,0.0,0.0,0.0,0.014744746498763561,0.014837421476840973,9.267497807741165e-05,0.014837421476840973,0.0029365145601332188,0.2673938572406769,0.9527332782745361,
64,chat,2,1,4.422033309936523,4.422033309936523,4.422033309936523,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9971084594726562,0.2139238715171814,0.022221218794584274,0.0
64,chat,3,1,5.356749534606934,5.356749534606934,5.356749534606934,0.0,0.0,0.0,0.0003519127785693854,0.0019285213202238083,0.0015766085125505924,0.0019285213202238083,7.871027628425509e-05,0.09963040053844452,1.1948071718215942,
64,chat,4,1,6.054466724395752,6.054466724395752,6.054466724395752,0.0,0.0,0.0,8.274645892925037e-07,0.0006634179735556245,0.0006625904934480786,0.0006634179735556245,2.6820136554306373e-05,0.08879037201404572,0.8815327882766724,
64,code,0,1,1.5116311311721802,1.5116311311721802,1.5116311311721802,0.0,1.0,1.0,3.9825066778576e-05,1.0,0.99996018409729,0.0,0.991148054599762,0.761472225189209,0.06050568073987961,0.0
64,code,1,1,2.1549081802368164,2.1549081802368164,2.1549081802368164,0.0,0.0,0.0,0.02921382710337639,0.08137655258178711,0.05216272547841072,0.08137655258178711,0.022342368960380554,0.7579059600830078,0.12580600380897522,
64,code,2,1,3.034533739089966,3.034533739089966,3.034533739089966,0.0,0.0,0.0,9.611184214008972e-05,0.00012248766142874956,2.637581928865984e-05,0.00012248766142874956,6.020448199706152e-05,0.6371027827262878,0.052174925804138184,
64,code,3,1,6.153961658477783,6.153961658477783,6.153961658477783,0.0,0.0,0.0,1.4880610876844003e-07,1.4939784875878104e-07,5.917399903410114e-10,1.4939784875878104e-07,8.270998108628191e-09,0.10659566521644592,0.007496765349060297,
64,code,4,1,6.17740535736084,6.17740535736084,6.17740535736084,0.0,0.0,0.0,0.04761197417974472,0.047612302005290985,3.2782554626464844e-07,0.047612302005290985,0.006832159124314785,0.18049356341362,0.6381378769874573,
64,json_config,0,1,3.125197410583496,3.125197410583496,3.125197410583496,0.0,0.0,0.0,7.9385736171389e-06,0.015049923211336136,0.015041984617710114,0.015049923211336136,0.002324194647371769,0.3363637328147888,0.018322914838790894,
64,json_config,1,1,3.331738233566284,3.331738233566284,3.331738233566284,0.0,0.0,0.0,0.4176861047744751,0.7501344680786133,0.3324483633041382,0.7501344680786133,0.09004232287406921,0.187323659658432,2.6545097827911377,
64,json_config,2,1,3.3922922611236572,3.3922922611236572,3.3922922611236572,0.0,0.0,0.0,0.4009466767311096,0.8786184191703796,0.47767174243927,0.8786184191703796,0.10255581885576248,0.18234536051750183,2.982849359512329,
64,json_config,3,1,3.4778995513916016,3.4778995513916016,3.4778995513916016,0.0,0.0,0.0,0.5752720832824707,0.8817356824874878,0.3064635992050171,0.8817356824874878,0.11726763844490051,0.18237751722335815,2.610801935195923,
64,json_config,4,1,3.669797420501709,3.669797420501709,3.669797420501709,0.0,0.0,0.0,1.2160623619195121e-08,3.2367353242079844e-08,2.0206730511063142e-08,3.2367353242079844e-08,2.573407265060723e-09,0.16376137733459473,0.0003610352869145572,
