prompt_id,method,budget,round,selected_nodes,accepted_tokens,draft_time_s,comm_time_s,verify_time_s,total_round_time_s,round_tps,input_len,expansions,generated_candidates
1,chain,4,8,4,1,0.007013745605945587,1.28e-08,0.030064981430768967,0.03707873983671455,26.96963285170285,18,4.0,
1,chain,4,9,4,1,0.007056795060634613,1.28e-08,0.030078686773777008,0.03713549463441162,26.92841471063508,19,4.0,
1,chain,4,10,4,1,0.007239259779453278,1.28e-08,0.030138660222291946,0.03737793280174522,26.75375348615611,20,4.0,
1,chain,4,11,4,1,0.007199596613645554,1.28e-08,0.030027851462364197,0.03722746087600975,26.86189110051348,21,4.0,
1,chain,4,12,4,2,0.0070534273982048035,1.28e-08,0.03037552535533905,0.03742896555354385,53.434551834966115,22,4.0,
1,chain,4,13,4,1,0.007118012756109238,1.28e-08,0.030053015798330307,0.03717104135443954,26.902663029120774,24,4.0,
1,chain,4,14,4,1,0.007296741008758545,1.28e-08,0.030182283371686935,0.03747903718044548,26.681581898313695,25,4.0,
1,chain,4,15,4,1,0.006947703659534454,1.28e-08,0.03012000024318695,0.0370677167027214,26.977653034846437,26,4.0,
1,chain,4,16,4,1,0.006996646523475647,1.28e-08,0.030103635042905807,0.03710029436638145,26.953964033939126,27,4.0,
1,chain,4,17,4,2,0.007096685469150543,1.28e-08,0.030098505318164825,0.037195203587315366,53.770373787712174,28,4.0,
1,chain,4,18,4,1,0.007359374314546585,1.28e-08,0.03030020371079445,0.03765959082534103,26.55366078292871,30,4.0,
1,chain,4,19,4,1,0.007091548293828964,1.28e-08,0.030284356325864792,0.037375917419693754,26.75519610049999,31,4.0,
1,bfs,4,1,4,2,0.007520511746406555,1.28e-08,0.029328737407922745,0.0368492619543293,54.27517116838826,8,4.0,16.0
1,bfs,4,2,4,2,0.007419943809509277,1.28e-08,0.029468417167663574,0.03688837377717285,54.21762455783925,10,4.0,16.0
1,bfs,4,3,4,2,0.007686339318752289,1.28e-08,0.029102705419063568,0.036789057537815854,54.36399119341884,12,4.0,16.0
1,bfs,4,4,4,2,0.007944941520690918,1.28e-08,0.029497992247343063,0.03744294656803398,53.41459963269697,14,4.0,16.0
1,bfs,4,5,4,1,0.007309872657060623,1.28e-08,0.02930104359984398,0.0366109290569046,27.314248115520193,16,4.0,16.0
1,bfs,4,6,4,1,0.00719909742474556,1.28e-08,0.03166541829705238,0.03886452852179794,25.73040348190845,17,4.0,16.0
