context_len,source_type,entropy_bin,n,entropy_mean,entropy_min,entropy_max,target_entropy_mean,greedy_accept_top1_rate,seq_accept_top1_mean,greedy_gain_top1_vs_top0_mean,seq_gain_top1_vs_top0_mean,target_mass_on_draft_top1_mean,draft_top1_mass_mean,greedy_accept_top2_rate,seq_accept_top2_mean,greedy_gain_top2_vs_top1_mean,seq_gain_top2_vs_top1_mean,target_mass_on_draft_top2_mean,draft_top2_mass_mean,greedy_accept_top3_rate,seq_accept_top3_mean,greedy_gain_top3_vs_top2_mean,seq_gain_top3_vs_top2_mean,target_mass_on_draft_top3_mean,draft_top3_mass_mean,greedy_accept_top4_rate,seq_accept_top4_mean,greedy_gain_top4_vs_top3_mean,seq_gain_top4_vs_top3_mean,target_mass_on_draft_top4_mean,draft_top4_mass_mean,greedy_accept_top5_rate,seq_accept_top5_mean,greedy_gain_top5_vs_top4_mean,seq_gain_top5_vs_top4_mean,target_mass_on_draft_top5_mean,draft_top5_mass_mean,seq_minus_greedy_top1,seq_minus_greedy_top2,seq_minus_greedy_top3,seq_minus_greedy_top4,seq_minus_greedy_top5
64,code,0,500,0.7519842009362765,0.0030376140493899584,1.4675040245056152,0.27524290317316413,0.794,0.7885248755216598,0.794,0.7885248755216598,0.77296500748885,0.8852957507371902,0.838,0.8522456278800964,0.044,0.06372075235843658,0.8181276509183382,0.9237350453146465,0.848,0.8855238732099533,0.01,0.033278245329856876,0.8312822080666099,0.9354266177703412,0.864,0.9081540688276291,0.016,0.02263019561767578,0.8473967279221329,0.9420174872342341,0.872,0.9254611790180206,0.008,0.01730711019039154,0.8589599584496308,0.9465969296787025,-0.005475124478340199,0.014245627880096423,0.03752387320995332,0.04415406882762907,0.05346117901802061
64,code,1,500,2.070998913049698,1.471315622329712,2.57244873046875,0.461182631337161,0.56,0.5884180685281754,0.56,0.5884180685281754,0.5299032147885923,0.6346031886339187,0.666,0.7138382169008255,0.106,0.12542014837265014,0.6336747624535058,0.7337983307344839,0.706,0.7704986200332642,0.04,0.05666040313243866,0.6779328884074288,0.7750641288640909,0.74,0.815909676194191,0.034,0.04541105616092682,0.7127686069939139,0.7986190168992616,0.756,0.8372133977413178,0.016,0.02130372154712677,0.7295317855519106,0.8157886320287362,0.0284180685281753,0.04783821690082546,0.06449862003326423,0.07590967619419098,0.08121339774131775
64,code,2,500,3.0100654053688047,2.572845935821533,3.4117817878723145,0.5882846590847175,0.45,0.5042717156410217,0.45,0.5042717156410217,0.4247766399192958,0.44450418910384176,0.582,0.6701619478464127,0.132,0.16589023220539093,0.5594740455563639,0.5633295578258112,0.632,0.7436524659395218,0.05,0.07349051809310914,0.6093015691084209,0.6200072475885973,0.658,0.7785159428119659,0.026,0.034863476872444156,0.6359495158129432,0.6568781548934057,0.682,0.8065315061807632,0.024,0.028015563368797302,0.6578205835220914,0.6851534044109285,0.05427171564102168,0.08816194784641274,0.11165246593952183,0.12051594281196587,0.12453150618076314
64,code,3,500,3.738703125476837,3.412374496459961,4.03579044342041,0.6836942197560202,0.388,0.4613961077928543,0.388,0.4613961077928543,0.35467437631035786,0.3463703836351633,0.502,0.6217411807775497,0.114,0.16034507298469544,0.46814051308514604,0.4505509524326772,0.572,0.7032069082260132,0.07,0.08146572744846343,0.5373724096351532,0.5095903527066111,0.618,0.7644032909870148,0.046,0.06119638276100159,0.5865298844937525,0.5495352828120813,0.64,0.7898278000354767,0.022,0.025424509048461913,0.6078692208793397,0.5786225616494194,0.07339610779285427,0.1197411807775497,0.13120690822601322,0.14640329098701477,0.1498278000354767
64,code,4,500,4.319837771415711,4.036448955535889,4.5912275314331055,0.8290776867233085,0.306,0.4027883616685867,0.306,0.4027883616685867,0.28890571891144523,0.27441605849564077,0.382,0.524720413684845,0.076,0.12193205201625824,0.35940771457737436,0.36917038714606315,0.438,0.5968079016208648,0.056,0.07208748793601989,0.4065018512984932,0.4248007827959955,0.496,0.6610545058250428,0.058,0.06424660420417785,0.4600030934072111,0.46295278618484736,0.53,0.6956826471090317,0.034,0.03462814128398895,0.4920050403507707,0.4924912280989811,0.09678836166858673,0.142720413684845,0.15880790162086483,0.16505450582504277,0.1656826471090317
64,code,5,500,4.83868694972992,4.591438293457031,5.0808539390563965,0.8830596292312248,0.294,0.3736500120162964,0.294,0.3736500120162964,0.2607772655351646,0.21343372969329358,0.406,0.5172226012945175,0.112,0.14357258927822114,0.35860654764498656,0.2960504111293703,0.456,0.5818310763835907,0.05,0.06460847508907318,0.40733133412690536,0.3469688883535564,0.492,0.6379559752941132,0.036,0.05612489891052246,0.4490155467520468,0.38388270856626333,0.516,0.6648175975084305,0.024,0.026861622214317322,0.47465338807394547,0.4124095099102706,0.0796500120162964,0.11122260129451744,0.12583107638359065,0.1459559752941132,0.1488175975084305
64,code,6,500,5.329698540687561,5.080995559692383,5.564382076263428,0.9247128860258143,0.222,0.30185987818241117,0.222,0.30185987818241117,0.20783063116647255,0.16393942303210496,0.306,0.4191057353019714,0.084,0.11724585711956025,0.2826960343864959,0.23468658711574972,0.362,0.508990396976471,0.056,0.08988466167449952,0.3376352689845291,0.2799402629639953,0.416,0.5879511759281159,0.054,0.0789607789516449,0.38772914605197684,0.3129633659608662,0.434,0.6102138154506683,0.018,0.02226263952255249,0.40644830476383376,0.3391988512687385,0.07985987818241116,0.11310573530197143,0.14699039697647098,0.17195117592811587,0.17621381545066833
64,code,7,500,5.790200861930847,5.564770221710205,6.011312484741211,1.0245008104114595,0.186,0.2657097308635712,0.186,0.2657097308635712,0.1646137752064783,0.12304342036694288,0.258,0.3680633614063263,0.072,0.10235363054275513,0.2290092013769129,0.18157579489052295,0.298,0.43602643740177155,0.04,0.06796307599544525,0.26628401524485573,0.21971052355691792,0.332,0.4813605637550354,0.034,0.04533412635326386,0.2944527209314311,0.24879935755208135,0.362,0.5249421607255935,0.03,0.04358159697055817,0.3214937699168395,0.27243289682362226,0.0797097308635712,0.11006336140632628,0.13802643740177156,0.14936056375503537,0.16294216072559353
64,code,8,500,6.238495392799377,6.011792182922363,6.4773640632629395,1.1260321445006023,0.124,0.22904801487922669,0.124,0.22904801487922669,0.1118177248500236,0.08502707602083683,0.19,0.3258482562303543,0.066,0.09680024135112762,0.16444810250860872,0.1301116497144103,0.232,0.38708566677570344,0.042,0.06123741054534912,0.2032559988239759,0.16118984699249267,0.256,0.42898386204242706,0.024,0.041898195266723635,0.22543860206228802,0.18580561747401952,0.278,0.46858065724372866,0.022,0.03959679520130158,0.2468240470888061,0.20617427075281738,0.10504801487922669,0.1358482562303543,0.15508566677570343,0.17298386204242705,0.19058065724372864
64,code,9,500,6.858240482330323,6.479472637176514,7.707921028137207,1.3039008071652,0.058,0.11486966133117676,0.058,0.11486966133117676,0.0491624593003682,0.050705253943800925,0.09,0.20188635933399202,0.032,0.08701669800281525,0.07823825807544005,0.08015791361033917,0.118,0.2724109289646149,0.028,0.07052456963062287,0.10365044218090448,0.1018416454764083,0.134,0.31837470436096194,0.016,0.045963775396347044,0.12018636243927898,0.11933826498314738,0.152,0.3584519864320755,0.018,0.040077282071113586,0.13416234701488597,0.1343801281331107,0.05686966133117676,0.11188635933399202,0.1544109289646149,0.18437470436096193,0.2064519864320755
