context_len,entropy_bin,n,entropy_mean,entropy_min,entropy_max,target_entropy_mean,greedy_accept_top1_rate,seq_accept_top1_mean,greedy_gain_top1_vs_top0_mean,seq_gain_top1_vs_top0_mean,target_mass_on_draft_top1_mean,draft_top1_mass_mean,greedy_accept_top2_rate,seq_accept_top2_mean,greedy_gain_top2_vs_top1_mean,seq_gain_top2_vs_top1_mean,target_mass_on_draft_top2_mean,draft_top2_mass_mean,greedy_accept_top3_rate,seq_accept_top3_mean,greedy_gain_top3_vs_top2_mean,seq_gain_top3_vs_top2_mean,target_mass_on_draft_top3_mean,draft_top3_mass_mean,greedy_accept_top4_rate,seq_accept_top4_mean,greedy_gain_top4_vs_top3_mean,seq_gain_top4_vs_top3_mean,target_mass_on_draft_top4_mean,draft_top4_mass_mean,greedy_accept_top5_rate,seq_accept_top5_mean,greedy_gain_top5_vs_top4_mean,seq_gain_top5_vs_top4_mean,target_mass_on_draft_top5_mean,draft_top5_mass_mean,seq_minus_greedy_top1,seq_minus_greedy_top2,seq_minus_greedy_top3,seq_minus_greedy_top4,seq_minus_greedy_top5
128,0,2500,0.43095660248720086,0.0005204987828619778,0.8979360461235046,0.11024835391077648,0.8992,0.8971592643022537,0.8992,0.8971592643022537,0.8873465188249902,0.9321707233428955,0.9268,0.9299084731340408,0.0276,0.032749208831787106,0.917400203226888,0.9610484253988077,0.9352,0.9425552404880524,0.0084,0.012646767354011535,0.9260589359042684,0.9677743339304823,0.9364,0.9470115769863129,0.0012,0.004456336498260498,0.9281417788536362,0.9712455849552943,0.9384,0.9502804774045944,0.002,0.003268900418281555,0.9304102248337178,0.9735389078622224,-0.002040735697746321,0.0031084731340408345,0.007355240488052361,0.010611576986312876,0.011880477404594414
128,1,2500,1.2379037344694137,0.8985457420349121,1.550952434539795,0.1316062648319941,0.69,0.6974522996425628,0.69,0.6974522996425628,0.6808254596023211,0.7909903067827224,0.7492,0.7615761489629745,0.0592,0.06412384932041168,0.7398047509742942,0.864200349690672,0.7676,0.782319691157341,0.0184,0.020743542194366454,0.7599246235384766,0.8862133009125013,0.7812,0.7956227917432785,0.0136,0.0133031005859375,0.7730135555731414,0.8990972082028166,0.7876,0.8017757489919662,0.0064,0.006152957248687745,0.780305826431351,0.9080213463797816,0.007452299642562887,0.012376148962974565,0.014719691157341064,0.01442279174327854,0.014175748991966275
128,2,2500,1.8052333589553833,1.5512669086456299,2.1170670986175537,0.25758620699279855,0.7576,0.7768307132482528,0.7576,0.7768307132482528,0.7384886499562966,0.6611118024408817,0.834,0.8661806978225708,0.0764,0.08934998457431793,0.8159174184335839,0.7603308391495608,0.8708,0.9086690045833588,0.0368,0.042488306760787964,0.8553032783825043,0.8035293853790499,0.8936,0.9276942674636841,0.0228,0.019025262880325317,0.878224127810967,0.8316279697366059,0.908,0.9421913795948028,0.0144,0.014497112131118775,0.894663251450413,0.850845389943663,0.019230713248252762,0.032180697822570825,0.037869004583358734,0.03409426746368416,0.034191379594802784
128,3,2500,2.5638107510566712,2.1171457767486572,2.979297161102295,0.5930561795574765,0.4968,0.562900544166565,0.4968,0.562900544166565,0.46194296734175494,0.4688133170366287,0.6452,0.7294850368976593,0.1484,0.16658449273109435,0.6049870863160743,0.601343020668067,0.7192,0.8064895758628845,0.074,0.07700453896522522,0.6783007508271407,0.6700690182643011,0.7552,0.8407797326087951,0.036,0.03429015674591065,0.7166127700412573,0.7137804222707637,0.7832,0.8615515289306641,0.028,0.020771796321868898,0.7463897253546303,0.7458254277502187,0.06610054416656497,0.08428503689765932,0.08728957586288455,0.08557973260879514,0.0783515289306641
128,4,2500,3.3300894629478455,2.9796009063720703,3.6669654846191406,0.7702545963066137,0.392,0.46649896233081817,0.392,0.46649896233081817,0.3509151330625308,0.34866925670802595,0.5284,0.6442966758728027,0.1364,0.17779771354198456,0.48534474658992055,0.4795798211917281,0.6032,0.7322352790117264,0.0748,0.08793860313892364,0.5599129424840071,0.5492696347856895,0.6412,0.7773418575048446,0.038,0.045106578493118284,0.6012848786655082,0.5955054855920374,0.6704,0.808292266702652,0.0292,0.03095040919780731,0.6324643890929483,0.6299348206004128,0.07449896233081815,0.11589667587280272,0.1290352790117264,0.13614185750484464,0.13789226670265198
128,5,2500,3.9642976829528807,3.6669654846191406,4.259047031402588,0.8470340594730714,0.3004,0.39634483680725097,0.3004,0.39634483680725097,0.2681746092445302,0.26886234777867796,0.4236,0.5589085861206055,0.1232,0.1625637493133545,0.3835995082714841,0.38307637108843773,0.4876,0.6526101154327393,0.064,0.09370152931213378,0.44477977717804396,0.448326918326132,0.538,0.7073862243890763,0.0504,0.05477610895633697,0.49095664535330436,0.4941021160388365,0.576,0.7429267918109894,0.038,0.035540567421913145,0.5256534815566798,0.5287457414094359,0.09594483680725097,0.13530858612060548,0.1650101154327393,0.16938622438907625,0.16692679181098946
128,6,2500,4.568730705451966,4.260368347167969,4.876558780670166,0.9686156994441517,0.2652,0.35685664105415343,0.2652,0.35685664105415343,0.22445931142398468,0.22062452522665263,0.3704,0.5025425542831421,0.1052,0.14568591322898863,0.3183277828616083,0.31216931987442076,0.4376,0.5991555496692658,0.0672,0.09661299538612365,0.38340504473916753,0.3679675028134137,0.4912,0.6668491787910461,0.0536,0.0676936291217804,0.4355922689332623,0.40837215067315846,0.5452,0.7200690994501114,0.054,0.053219920659065244,0.48665080384072634,0.4395482374895364,0.09165664105415344,0.1321425542831421,0.16155554966926577,0.17564917879104608,0.17486909945011142
128,7,2500,5.166879384422303,4.876558780670166,5.475945472717285,0.9750040718025826,0.1508,0.24118518850803375,0.1508,0.24118518850803375,0.12925624180667306,0.1785355946481228,0.2252,0.3619480937004089,0.0744,0.12076290519237519,0.1991178267631267,0.25430858552269636,0.2936,0.45510056767463686,0.0684,0.0931524739742279,0.2615736739423845,0.29864118794873357,0.3856,0.5566895273208619,0.092,0.10158895964622497,0.3502808139043721,0.3318197764981538,0.486,0.6703958574771881,0.1004,0.1137063301563263,0.449790877900156,0.3578156654706225,0.09038518850803376,0.1367480937004089,0.16150056767463683,0.17108952732086186,0.18439585747718812
128,8,2500,5.860268061447144,5.476597309112549,6.284107208251953,1.271935510424414,0.1356,0.23597270035743714,0.1356,0.23597270035743714,0.11614580376961176,0.10651259817555547,0.1972,0.3562605957508087,0.0616,0.12028789539337158,0.17264523915082927,0.16066013608276844,0.2372,0.43689602336883543,0.04,0.08063542761802674,0.212629880956437,0.19702351506240665,0.2772,0.49559330797195433,0.04,0.0586972846031189,0.24878369392984578,0.22514497594982386,0.3172,0.5503204737186432,0.04,0.054727165746688844,0.2858244427440631,0.24821723956875502,0.10037270035743714,0.15906059575080872,0.19969602336883543,0.21839330797195433,0.23312047371864325
128,9,2500,6.723629409217835,6.2841715812683105,8.234498977661133,1.854218724040547,0.066,0.12592412543296813,0.066,0.12592412543296813,0.05924248743574722,0.061623860610276464,0.0932,0.18822251846790314,0.0272,0.062298393034935,0.08323005579652093,0.0976886693187058,0.1172,0.2346051454782486,0.024,0.046382627010345456,0.1038048995425723,0.12362099031750112,0.1332,0.2703113160133362,0.016,0.03570617053508759,0.1176167931740099,0.14200957512091844,0.1484,0.3027719428062439,0.0152,0.03246062679290772,0.13119999730491777,0.1577074304746464,0.05992412543296813,0.09502251846790313,0.1174051454782486,0.13711131601333618,0.15437194280624392
